num,playerID,yearID,stint,teamID,IgID,G,AB,R,H,B2,B3,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,prev_salary,salary
66395,baineha01,1989,2,TEX,AL,50,172,18,49,9,0,3,16,0,2,13,27,0,0,0,1,4,9109645.29393,10394680.1433
66396,bairdo01,1989,1,PIT,NL,44,5,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,1134657.77015,2954224.60151
66407,barrema02,1989,1,BOS,AL,86,336,31,86,18,0,1,27,4,1,32,12,0,2,15,5,12,5862398.47909,9089921.8508
66410,batesbi01,1989,1,ML4,AL,7,14,3,3,0,0,0,0,2,0,0,1,0,0,0,0,2,514378.189133,908992.18508
66411,bathebi01,1989,1,SFN,NL,30,32,3,9,1,0,0,6,0,0,0,7,0,0,0,1,0,571111.07764,1090790.6221
66421,belchti01,1989,1,LAN,NL,39,70,3,7,1,0,0,6,0,0,2,26,0,1,10,0,2,1701986.65522,4090464.83286
66424,belleal01,1989,1,CLE,AL,62,218,22,49,8,4,7,37,2,2,12,55,0,2,0,2,4,514378.189133,1063520.85654
66426,bellira01,1989,1,PIT,NL,67,154,10,33,4,0,0,8,5,2,8,22,2,0,3,0,1,1701986.65522,3454170.30331
66427,bellja01,1989,1,PIT,NL,78,271,33,70,13,3,2,27,5,3,19,47,0,1,10,2,9,642972.736416,1636185.93314
66430,benesan01,1989,1,SDN,NL,10,24,2,6,0,0,1,2,0,0,0,12,0,0,1,0,1,514378.189133,1181689.8406
66432,benzito01,1989,1,CIN,NL,161,628,79,154,28,3,17,76,3,7,44,120,13,2,4,8,5,1210301.62149,2954224.60151
66434,bergmda01,1989,1,DET,AL,137,385,38,103,13,1,7,37,1,3,44,44,3,2,4,1,5,3309418.49626,4772208.97167
66436,berryda01,1989,1,CHN,NL,91,334,37,86,13,0,5,41,1,0,16,54,4,2,4,5,13,869904.290446,1817984.37016
66439,biggicr01,1989,1,HOU,NL,134,443,64,114,21,2,13,60,21,3,49,64,8,6,6,5,7,590022.040476,2181581.24419
66446,blankla02,1989,1,OAK,AL,58,125,22,29,5,1,1,4,5,1,8,31,0,0,3,1,0,514378.189133,954441.794334
66447,blausje01,1989,1,ATL,NL,142,456,63,123,24,2,12,46,5,2,38,101,2,1,8,4,7,620279.581013,1636185.93314
66449,blowemi01,1989,1,NYA,AL,13,38,2,10,0,0,0,3,0,0,3,13,0,0,0,0,1,620279.581013,972621.638036
66456,bondsba01,1989,1,PIT,NL,159,580,96,144,34,6,19,58,32,10,93,93,22,1,1,4,9,2723178.64835,7726433.57318
66457,bonilbo01,1989,1,PIT,NL,163,616,96,173,37,10,24,86,8,8,76,93,20,1,0,5,10,5597644.99939,11362402.3135
66462,bordepa01,1989,1,TOR,AL,94,241,22,62,11,1,3,29,2,1,11,45,2,1,1,2,7,764002.898565,1636185.93314
66465,bostoda01,1989,1,CHA,AL,101,218,34,55,3,4,5,23,7,2,24,31,3,0,4,1,1,1588520.87821,2817875.77375
66467,bradlph01,1989,1,BAL,AL,144,545,83,151,23,10,11,55,20,6,70,103,4,7,4,4,12,8699042.90446,10453410.1284
66468,bradlsc01,1989,1,SEA,AL,103,270,21,74,16,0,3,37,1,1,21,23,4,1,1,6,5,2496247.09432,4181364.05137
66470,bragggl01,1989,1,ML4,AL,144,514,77,127,12,3,15,66,17,5,42,111,4,4,3,7,13,1550698.95253,5226705.06421
66473,breamsi01,1989,1,PIT,NL,19,36,3,8,3,0,0,4,0,4,12,10,0,0,2,0,0,3857836.4185,4635860.14391
66477,brilegr01,1989,1,SEA,AL,115,394,52,105,22,4,13,52,11,5,39,82,1,5,1,5,9,514378.189133,1363488.27762
66478,brockgr01,1989,1,ML4,AL,107,373,40,99,16,0,12,52,6,1,43,49,8,3,2,1,10,5295069.59402,7158313.45751
66483,brownje01,1989,1,CLE,AL,153,598,83,179,31,4,5,45,14,6,68,64,10,1,14,4,9,945548.141789,2817875.77375
66488,brunato01,1989,1,SLN,NL,158,556,67,133,29,3,20,85,5,9,59,107,3,2,0,5,10,9379837.56654,13634882.7762
66491,buechst01,1989,1,TEX,AL,155,486,60,114,22,2,16,59,1,3,36,107,0,5,2,1,21,3252685.60775,4999457.01794
66492,buhneja01,1989,1,SEA,AL,58,204,27,56,15,1,9,33,1,4,19,55,0,2,0,1,0,605150.810745,1636185.93314
66496,burksel01,1989,1,BOS,AL,97,399,73,121,19,6,12,61,21,5,36,52,2,5,2,4,8,2080205.91194,4317712.87913
66498,bushra01,1989,1,MIN,AL,141,391,60,103,17,4,14,54,5,8,48,73,6,3,0,2,16,4160411.82387,3181472.64778
66499,butlebr01,1989,1,SFN,NL,154,594,100,168,22,4,4,36,31,16,59,69,2,3,13,3,4,6807946.62088,9998914.03589
66504,caldeiv01,1989,1,CHA,AL,157,622,83,178,34,9,14,87,7,1,43,94,7,3,2,6,20,2874466.35104,8408177.71199
66506,caminke01,1989,1,HOU,NL,161,585,71,149,31,3,10,72,4,1,51,93,9,3,3,4,8,975805.682326,2181581.24419
66515,carmado01,1989,1,PHI,NL,49,34,0,1,0,0,0,0,0,0,0,13,0,0,7,0,2,4349521.45223,4544960.9254
66517,carrema01,1989,1,NYN,NL,68,133,20,41,6,0,6,16,2,3,12,17,0,1,0,0,1,529506.959402,1136240.23135
66522,castica01,1989,1,MIN,AL,94,218,23,56,13,3,8,33,1,2,15,40,1,1,4,2,5,3271596.57059,4999457.01794
66528,charlno01,1989,1,CIN,NL,69,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,548417.922237,1590736.32389
66529,clancji01,1989,1,HOU,NL,33,41,3,6,1,0,0,0,0,0,1,14,0,0,7,0,0,9266371.78953,10453410.1284
66536,claryma01,1989,1,ATL,NL,18,31,3,5,0,0,0,1,0,0,3,7,0,0,5,0,0,514378.189133,1136240.23135
66537,clemepa01,1989,1,SDN,NL,23,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1550698.95253,2227030.85345
66541,colemvi01,1989,1,SLN,NL,145,563,94,143,21,9,2,28,65,10,50,90,0,2,7,2,4,5862398.47909,9203545.87394
66542,colesda01,1989,1,SEA,AL,146,535,54,135,21,3,10,59,5,4,27,61,1,6,2,3,13,4236055.67521,6272046.07706
66546,coneda01,1989,1,NYN,NL,34,77,9,18,2,0,0,4,0,0,2,13,0,0,6,0,1,2515158.05716,11816898.406
66551,corajo01,1989,1,SDN,NL,12,19,5,6,1,0,0,1,1,0,1,0,0,0,0,0,0,586239.847909,908992.18508
66554,costejo01,1989,1,SLN,NL,48,6,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,642972.736416,954441.794334
66555,cottohe01,1989,1,SEA,AL,100,295,44,78,11,2,9,33,10,4,12,44,3,3,0,0,4,1891096.28358,3863216.78659
66563,darliro01,1989,1,NYN,NL,35,73,8,9,1,0,2,5,0,0,1,28,0,1,5,0,0,14876619.0546,14240880.5962
66564,darwida01,1989,1,HOU,NL,68,17,1,2,0,0,0,2,0,0,0,8,0,0,0,1,0,6467549.28983,10907906.221
66567,daughja01,1989,1,TEX,AL,52,106,15,32,4,2,1,10,2,1,11,21,0,1,0,3,1,514378.189133,954441.794334
66568,daultda01,1989,1,PHI,NL,131,368,29,74,12,2,8,44,2,1,52,58,8,2,1,1,4,2155849.76328,3863216.78659
66571,davisal01,1989,1,SEA,AL,142,498,84,152,30,1,21,95,0,1,101,49,15,6,0,6,15,10590139.188,13407634.7299
66573,davisch01,1989,1,CAL,AL,154,560,81,152,24,1,22,90,3,0,61,109,12,0,3,6,21,11157468.0731,12498642.5449
66576,davisjo02,1989,1,ATL,NL,78,231,12,39,5,0,4,19,0,0,23,61,3,1,1,1,8,6707090.67388,7271937.48064
66584,dayleke01,1989,1,SLN,NL,71,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6997056.24924,8408177.71199
66585,deerro01,1989,1,ML4,AL,130,466,72,98,18,2,26,65,4,8,60,158,5,4,0,2,8,5748932.70208,8044580.83796
66590,dempsri01,1989,1,LAN,NL,79,151,16,27,7,0,4,16,1,0,30,37,3,1,1,0,5,3177041.75641,4544960.9254
66593,deshaji01,1989,1,HOU,NL,35,75,2,9,0,0,0,2,0,0,1,26,0,0,9,0,0,3555261.01313,9544417.94334
66594,devermi01,1989,1,BAL,AL,122,391,55,104,14,3,8,46,22,11,36,60,0,2,2,3,7,605150.810745,1318038.66837
66597,dibblro01,1989,1,CIN,NL,74,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,642972.736416,1817984.37016
66599,dipinfr01,1989,1,SLN,NL,67,13,0,1,0,0,0,0,0,0,0,9,0,0,1,0,0,3422884.27328,5908449.20302
66603,doranbi02,1989,1,HOU,NL,142,507,65,111,25,2,8,58,22,3,59,63,2,2,3,3,8,7057571.33031,8489987.00865
66607,downibr01,1989,1,CAL,AL,142,544,59,154,25,2,14,59,0,2,56,87,3,6,0,4,6,9455481.41789,11362402.3135
66608,downske01,1989,1,SFN,NL,18,22,2,2,0,0,0,0,0,0,0,9,0,0,3,0,0,2382781.31731,3863216.78659
66609,drabedo01,1989,1,PIT,NL,40,77,1,8,1,0,0,3,0,1,3,14,0,1,6,0,0,2458425.16865,9998914.03589
66618,dunstsh01,1989,1,CHN,NL,138,471,52,131,20,6,9,60,19,11,30,86,15,1,6,4,7,4160411.82387,11362402.3135
66620,dwyerji01,1989,1,MIN,AL,88,225,34,71,11,0,3,23,2,0,28,23,1,0,0,1,6,1512877.02686,2181581.24419
66631,eisenji01,1989,1,KCA,AL,134,475,64,139,33,7,9,59,27,8,37,44,9,0,3,4,8,907726.216117,4317712.87913
66632,elsteke01,1989,1,NYN,NL,151,458,52,106,25,2,10,55,4,3,34,77,11,2,6,8,13,1059013.9188,2363379.68121
66636,espinal01,1989,1,NYA,AL,146,503,51,142,23,1,0,41,3,3,14,60,1,1,23,3,14,514378.189133,2327019.99381
66637,espyce01,1989,1,TEX,AL,142,475,65,122,12,7,3,31,45,20,38,99,2,2,10,2,2,737527.550595,1477112.30076
66639,evansdw01,1989,1,BOS,AL,146,520,82,148,27,3,20,100,3,3,99,84,1,3,1,7,16,8320823.64774,13634882.7762
66642,feldemi01,1989,1,ML4,AL,117,315,50,76,11,3,3,23,26,5,23,38,2,0,7,0,4,737527.550595,2363379.68121
66643,felixju01,1989,1,TOR,AL,110,415,62,107,14,8,9,46,18,12,33,101,2,3,0,3,5,514378.189133,1408937.88687
66644,fermife01,1989,1,CLE,AL,156,484,50,115,9,1,0,21,6,4,41,27,0,4,32,1,15,642972.736416,1727085.15165
66646,fernato01,1989,1,TOR,AL,140,573,64,147,25,9,11,64,22,6,29,51,1,3,2,10,9,10590139.188,13634882.7762
66651,finlest01,1989,1,BAL,AL,81,217,35,54,5,2,2,25,17,3,15,30,1,1,6,2,3,514378.189133,1090790.6221
66655,fitzgmi02,1989,1,MON,NL,100,290,33,69,18,2,7,42,3,4,35,61,3,2,2,2,8,2534069.01999,4772208.97167
66661,foleyto02,1989,1,MON,NL,122,375,34,86,19,2,7,39,2,3,45,53,4,3,4,4,2,2420603.24298,3045123.82002
66662,fordcu01,1989,1,PHI,NL,108,142,13,31,5,1,1,13,5,3,16,33,0,1,0,2,4,839646.749908,1772534.76091
66666,francju01,1989,1,TEX,AL,150,548,80,173,31,5,13,92,21,3,66,69,11,1,0,6,27,9833700.6746,14846869.3263
66667,francte01,1989,1,ML4,AL,90,233,26,54,10,1,3,23,2,1,8,20,3,0,1,2,4,1853274.35791,1363488.27762
66673,gaettga01,1989,1,MIN,AL,130,498,63,125,11,4,19,75,6,2,25,87,5,3,1,9,12,18154524.3223,4544960.9254
66674,gagnegr01,1989,1,MIN,AL,149,460,69,125,29,7,9,48,11,4,17,80,0,2,7,5,10,4311699.52656,7574931.8457
66676,gallada01,1989,1,CHA,AL,161,601,74,160,22,2,1,46,5,6,46,79,1,2,16,2,9,605150.810745,908992.18508
66677,gallemi01,1989,1,OAK,AL,133,357,45,90,14,2,3,30,7,5,35,43,0,6,8,3,10,1569609.91537,4544960.9254
66678,gantnji01,1989,1,ML4,AL,116,409,51,112,18,3,0,34,20,6,21,33,2,10,8,5,10,6807946.62088,6362945.29556
66684,garresc01,1989,1,SFN,NL,32,66,3,9,0,2,0,2,1,1,3,30,0,0,2,0,0,5340455.90482,12725890.5911
66685,gedmari01,1989,1,BOS,AL,93,260,24,55,9,0,4,16,0,1,23,47,1,0,3,3,8,8699042.90446,8362728.10274
66686,gerenbo01,1989,1,NYA,AL,65,205,26,59,5,1,9,27,0,0,12,44,0,1,6,1,10,529506.959402,1636185.93314
66687,gibsoki01,1989,1,LAN,NL,71,253,35,54,8,2,9,28,12,3,35,55,5,2,0,2,5,10085844.3243,12119901.861
66690,girarjo01,1989,1,CHN,NL,59,157,15,39,10,0,1,14,2,1,11,26,5,2,1,1,4,514378.189133,1045341.01284
66691,gladdda01,1989,1,MIN,AL,121,461,69,136,23,3,8,46,23,7,23,53,3,5,5,7,6,4614274.93193,6362945.29556
66692,glavito02,1989,1,ATL,NL,30,67,6,10,0,1,0,4,0,0,5,20,0,0,4,0,0,888815.253281,2590627.72748
66696,gonzajo02,1989,1,LAN,NL,95,261,31,70,11,2,3,18,9,3,23,53,5,0,1,1,2,680794.662088,1363488.27762
66698,gonzare01,1989,1,BAL,AL,71,166,16,36,4,0,1,11,5,3,12,30,0,0,6,1,6,718616.587759,1738447.55397
66705,gracema01,1989,1,CHN,NL,142,510,74,160,28,3,13,79,14,7,80,42,13,0,3,3,13,1059013.9188,2954224.60151
66706,grantma01,1989,1,SDN,NL,50,20,5,1,0,0,0,0,0,0,4,10,0,0,1,0,0,1172479.69582,3635968.74032
66708,greenmi01,1989,1,BOS,AL,145,578,87,178,36,0,14,95,13,5,56,44,15,3,0,4,21,3782192.56715,11135154.2672
66710,greggto01,1989,1,ATL,NL,102,276,24,67,8,0,6,23,3,4,18,45,2,0,3,1,4,620279.581013,1408937.88687
66711,griffal01,1989,1,LAN,NL,136,506,49,125,27,2,0,29,10,7,29,57,2,0,11,1,5,7564385.13431,9089921.8508
66712,griffke01,1989,1,CIN,NL,106,236,26,62,8,3,8,30,4,2,29,42,3,1,0,0,2,2420603.24298,4635860.14391
66713,griffke02,1989,1,SEA,AL,127,455,61,120,23,0,16,61,16,7,44,83,8,2,1,4,4,514378.189133,1636185.93314
66716,grissma02,1989,1,MON,NL,26,74,16,19,2,0,1,2,1,0,12,21,0,0,1,0,1,514378.189133,940806.911558
66718,grosske01,1989,1,MON,NL,31,64,5,9,2,0,0,1,0,0,6,32,0,0,6,0,2,6429727.36416,8635425.75826
66719,grubeke01,1989,1,TOR,AL,135,545,83,158,24,4,18,73,10,5,30,60,0,3,0,5,13,3498528.12462,10453410.1284
66724,guilloz01,1989,1,CHA,AL,155,597,63,151,20,8,1,54,36,17,15,48,3,0,11,3,8,6051508.10745,9089921.8508
66726,gwynnch01,1989,1,LAN,NL,32,68,8,16,4,1,0,7,1,0,2,9,0,0,2,1,1,605150.810745,1136240.23135
66727,gwynnto01,1989,1,SDN,NL,158,604,82,203,27,7,4,62,40,16,56,30,16,1,11,7,12,8636008.88313,9695919.67083
66729,halech01,1989,1,MIN,AL,28,67,6,14,3,0,0,4,0,0,1,6,0,0,1,2,0,514378.189133,908992.18508
66732,hallme01,1989,1,NYA,AL,113,361,54,94,9,0,17,58,0,0,21,37,4,0,1,8,9,6997056.24924,9998914.03589
66733,hamilje01,1989,1,LAN,NL,151,548,45,134,35,1,12,56,0,0,20,71,5,3,4,6,10,1134657.77015,4226813.66062
66734,hammaat01,1989,1,SFN,NL,28,19,3,7,1,0,0,3,0,0,0,3,0,0,4,0,0,7438317.09166,7044689.43437
66738,harpebr01,1989,1,MIN,AL,126,385,43,125,24,0,8,57,2,4,13,16,3,6,4,4,11,1115746.80731,4544960.9254
66743,harrigr02,1989,1,SDN,NL,56,19,3,1,0,0,0,0,0,0,2,10,0,0,4,0,0,548417.922237,6499294.12333
66745,harrile01,1989,2,LAN,NL,54,147,19,37,6,1,1,15,4,3,11,13,0,1,0,0,9,537071.344536,1318038.66837
66748,hassero01,1989,1,OAK,AL,97,268,29,61,12,0,5,23,1,0,24,45,2,1,1,4,9,4538631.08059,6362945.29556
66750,hatchbi01,1989,2,PIT,NL,27,86,10,21,4,0,1,7,2,1,0,9,0,1,0,0,1,3744370.64148,6272046.07706
66751,hatchmi01,1989,1,LAN,NL,94,224,18,66,9,2,2,25,1,2,13,16,3,1,0,6,7,3403973.31044,4090464.83286
66756,hayesch01,1989,2,PHI,NL,84,299,26,77,15,1,8,43,3,1,11,49,1,0,2,3,6,514378.189133,1090790.6221
66758,heathmi02,1989,1,DET,AL,122,396,38,104,16,2,10,43,7,1,24,71,2,4,1,4,18,3214863.68208,5453953.11048
66759,heatone01,1989,1,PIT,NL,44,42,2,9,0,0,0,2,0,1,0,16,0,0,2,0,0,4916850.3373,6362945.29556
66760,heepda01,1989,1,BOS,AL,113,320,36,96,17,0,5,49,0,1,29,26,4,1,1,4,13,2761000.57402,5408503.50123
66763,hendeda01,1989,1,OAK,AL,152,579,77,145,24,3,15,80,8,5,54,131,1,3,1,6,13,6429727.36416,7726433.57318
66774,herrto01,1989,1,PHI,NL,151,561,65,161,25,6,2,37,10,7,54,63,2,3,6,2,9,6240617.73581,7499185.52691
66784,hillke01,1989,1,SLN,NL,33,59,4,9,1,0,0,3,0,0,2,21,0,0,8,0,0,529506.959402,908992.18508
66798,howelja02,1989,1,CAL,AL,144,474,56,108,19,4,20,52,0,3,52,125,9,3,3,1,8,3593082.9388,5931174.00765
66799,howelke01,1989,1,PHI,NL,33,65,0,6,2,0,0,1,0,0,2,25,0,1,10,0,3,1701986.65522,6514447.02305
66803,hudlere01,1989,1,MON,NL,92,155,21,38,7,0,6,13,15,4,6,23,2,1,0,0,2,680794.662088,1227139.44986
66807,huletti01,1989,1,BAL,AL,33,97,12,27,5,0,3,18,0,0,10,17,0,0,1,1,3,1134657.77015,1886158.78404
66808,hurstbr01,1989,1,SDN,NL,33,70,4,5,0,0,0,0,0,0,9,47,0,0,8,0,1,13111598.378,14846869.3263
66810,incavpe01,1989,1,TEX,AL,133,453,48,107,27,4,21,81,5,7,32,136,0,6,0,4,12,3593082.9388,7271937.48064
66813,jacksbo01,1989,1,KCA,AL,135,515,86,132,15,6,32,105,26,9,39,172,8,3,0,4,10,4614274.93193,9089921.8508
66814,jacksda02,1989,1,CIN,NL,21,36,4,8,1,0,0,4,0,0,0,22,0,0,4,0,0,8699042.90446,10453410.1284
66816,jacksda03,1989,2,SDN,NL,25,87,10,18,3,0,3,12,0,2,7,17,4,0,0,2,1,680794.662088,1318038.66837
66818,jacobbr01,1989,1,CLE,AL,147,519,49,141,26,5,13,64,2,5,62,90,3,3,0,8,15,7280720.69177,8976297.82767
66823,javiest01,1989,1,OAK,AL,112,310,42,77,12,3,1,28,12,2,31,45,1,1,4,2,6,1342678.36134,2817875.77375
66825,jeffegr01,1989,1,NYN,NL,141,508,72,131,28,2,12,56,21,6,39,46,8,5,2,5,16,760220.705998,1817984.37016
66828,jeltzst01,1989,1,PHI,NL,116,263,28,64,7,3,4,25,4,2,45,44,6,1,6,0,6,1966740.13492,3726867.95883
66832,johnsla03,1989,1,CHA,AL,50,180,28,54,8,2,0,16,16,3,17,24,0,0,2,0,1,579431.901288,908992.18508
66835,johnswa03,1989,1,MON,NL,85,114,9,31,3,1,2,17,1,0,7,12,0,0,2,2,2,1338896.16877,2681526.94599
66841,jonesti02,1989,1,SLN,NL,42,75,11,22,6,0,0,7,1,0,7,8,1,1,1,2,2,529506.959402,908992.18508
66844,jordari02,1989,1,PHI,NL,144,523,63,149,22,3,12,75,4,3,23,62,5,5,0,8,19,718616.587759,1954333.19792
66851,karkoro01,1989,1,CHA,AL,71,182,21,48,9,2,3,24,0,0,10,56,0,2,7,2,0,801824.824237,981711.559887
66853,kellyro01,1989,1,NYA,AL,137,441,65,133,18,3,9,48,35,12,41,89,3,6,8,0,9,605150.810745,2408829.29046
66854,kennete02,1989,1,SFN,NL,125,355,19,85,15,0,5,34,1,3,35,56,7,0,3,2,6,6429727.36416,7726433.57318
66860,kingje01,1989,1,PIT,NL,75,215,31,42,13,3,5,19,4,2,20,34,1,2,2,4,3,514378.189133,1022616.20822
66862,kippebo01,1989,1,PIT,NL,52,9,1,1,0,0,0,1,0,0,1,2,0,0,1,0,1,1739808.58089,4772208.97167
66863,kittlro01,1989,1,CHA,AL,51,169,26,51,10,0,11,37,0,1,22,42,1,1,0,4,2,4160411.82387,4999457.01794
66867,kommibr01,1989,1,CLE,AL,71,198,27,47,8,2,8,33,8,2,24,55,0,1,1,3,4,605150.810745,1545286.71464
66871,kreutch01,1989,1,TEX,AL,87,158,16,24,3,0,5,9,0,1,27,40,0,0,6,1,4,548417.922237,1108970.4658
66876,kunkeje01,1989,1,TEX,AL,108,293,39,79,21,2,8,29,3,2,20,75,0,3,10,0,6,605150.810745,1272589.05911
66877,kutchra01,1989,1,BOS,AL,77,160,28,36,10,3,2,18,3,0,11,46,0,0,3,1,5,680794.662088,1590736.32389
66878,lacosmi01,1989,1,SFN,NL,45,41,1,3,2,0,0,1,0,0,4,16,0,0,3,0,1,8320823.64774,10453410.1284
66880,lakest01,1989,1,PHI,NL,58,155,9,39,5,1,2,14,0,0,12,20,4,0,1,1,6,2118027.83761,3090573.42927
66882,lancale01,1989,1,CHN,NL,42,11,0,2,1,0,0,1,0,0,0,7,0,0,0,0,0,907726.216117,2726976.55524
66886,lansfca01,1989,1,OAK,AL,148,551,81,185,28,2,2,52,37,15,51,25,2,9,1,4,21,10401029.5597,11589650.3598
66888,larkiba01,1989,1,CIN,NL,97,325,47,111,14,4,4,36,10,5,20,23,5,2,2,8,7,2288226.50313,6817441.3881
66889,larkige01,1989,1,MIN,AL,136,446,61,119,25,1,6,46,5,2,54,57,6,9,5,6,13,1096835.84447,2072502.18198
66890,laudnti01,1989,1,MIN,AL,100,239,24,53,11,1,6,27,1,0,25,65,0,0,4,2,7,5295069.59402,5681201.15675
66891,lavalmi01,1989,1,PIT,NL,68,190,15,60,10,0,2,23,0,2,29,24,7,0,4,0,4,3649815.8273,5226705.06421
66892,lawleto01,1989,1,TOR,AL,59,70,20,16,1,0,0,3,12,1,7,12,0,0,1,1,0,1323767.3985,2272480.4627
66900,leema02,1989,1,TOR,AL,99,300,27,78,9,2,3,34,4,2,20,60,1,0,1,1,8,1210301.62149,3454170.30331
66907,lemonch01,1989,1,DET,AL,127,414,45,98,19,2,7,47,1,5,46,71,3,8,2,2,7,6267630.15512,7531645.63784
66908,leonaje01,1989,1,SEA,AL,150,566,69,144,20,1,24,93,6,1,38,125,2,5,0,12,12,7564385.13431,7271937.48064
66909,lillide01,1989,1,ATL,NL,36,63,5,12,1,0,0,4,0,0,0,12,0,0,3,0,0,514378.189133,1227139.44986
66911,lindjo01,1989,1,PIT,NL,153,578,52,134,21,3,2,48,15,1,39,64,7,2,13,5,13,1361589.32418,2454278.89972
66912,liriane01,1989,1,TOR,AL,132,418,51,110,26,3,5,53,16,7,43,51,0,2,10,5,10,850993.32761,2317930.07196
66914,littogr01,1989,1,SFN,NL,71,143,12,36,5,3,4,17,0,2,7,29,0,1,4,0,3,514378.189133,1108970.4658
66924,lyonsba01,1989,1,NYN,NL,79,235,15,58,13,0,3,27,0,1,11,28,1,2,1,3,7,869904.290446,1999782.80718
66925,lyonsst01,1989,1,CHA,AL,140,443,51,117,21,3,2,50,9,6,35,68,3,1,12,3,3,2458425.16865,4772208.97167
66926,macfami01,1989,1,KCA,AL,69,157,13,35,6,0,2,19,0,0,7,27,0,2,0,1,8,533289.151969,954441.794334
66929,maddugr01,1989,1,CHN,NL,35,81,6,17,2,0,0,4,1,0,1,22,0,1,8,0,0,2080205.91194,3976840.80973
66933,magadda01,1989,1,NYN,NL,127,374,47,107,22,3,4,41,1,0,49,37,6,1,1,4,2,1285945.47283,3590519.13107
66934,magrajo01,1989,1,SLN,NL,38,80,6,11,3,0,1,4,0,0,4,18,0,0,8,0,0,2420603.24298,2726976.55524
66936,mahleri01,1989,1,CIN,NL,40,62,4,11,2,0,0,1,0,0,4,8,0,1,3,0,0,5975864.2561,7181038.26214
66941,manwaki01,1989,1,SFN,NL,85,200,14,42,4,2,0,18,2,1,11,28,1,4,7,1,5,590022.040476,1363488.27762
66944,martica02,1989,1,CHA,AL,109,350,44,105,22,0,5,32,4,1,21,57,2,1,6,1,14,514378.189133,908992.18508
66945,martida01,1989,1,MON,NL,126,361,41,99,16,7,3,27,23,4,27,57,2,0,7,1,1,1399411.24985,3726867.95883
66946,martide01,1989,1,MON,NL,34,72,5,9,0,0,0,3,1,0,5,19,0,0,9,0,1,5559823.07372,12725890.5911
66948,martira02,1989,1,LAN,NL,16,37,4,6,1,0,0,3,0,0,1,14,0,0,2,0,0,642972.736416,1363488.27762
66957,mcclell01,1989,1,CHN,NL,92,259,47,74,12,1,12,40,6,4,37,31,3,1,1,7,3,688359.047222,1908883.58867
66967,mcgeewi01,1989,1,SLN,NL,58,199,23,47,10,2,3,17,8,6,10,34,0,1,0,1,2,10590139.188,13634882.7762
66968,mcgrifr01,1989,1,TOR,AL,161,551,98,148,27,3,36,92,7,4,119,132,12,4,1,5,14,2269315.54029,13180386.6837
66971,mcgwima01,1989,1,OAK,AL,143,490,74,113,17,0,33,95,1,1,83,94,5,3,0,11,23,3861618.61107,13634882.7762
66975,mcreyke01,1989,1,NYN,NL,148,545,74,148,25,3,22,85,15,7,46,74,10,1,0,7,8,14876619.0546,11513904.041
66982,melvibo01,1989,1,BAL,AL,85,278,22,67,10,1,1,32,1,4,15,53,3,0,7,1,10,1739808.58089,3181472.64778
66991,milleke01,1989,1,NYN,NL,57,143,15,33,7,0,1,7,6,0,5,27,0,1,3,0,3,642972.736416,908992.18508
66993,millira01,1989,1,BAL,AL,124,365,56,98,23,5,12,45,9,5,74,75,2,3,0,2,12,567328.885073,1408937.88687
67007,morgami01,1989,1,LAN,NL,40,36,1,3,0,0,0,1,0,0,1,12,0,0,3,0,0,2836644.42537,5908449.20302
67011,morrijo07,1989,1,SLN,NL,96,117,8,28,4,1,2,14,1,0,4,22,0,0,3,0,4,718616.587759,1886158.78404
67013,mosesjo01,1989,1,MIN,AL,129,242,33,68,12,3,1,31,14,7,19,23,1,1,3,2,5,1361589.32418,3590519.13107
67017,mullira01,1989,1,TOR,AL,103,273,25,65,11,2,3,29,0,0,34,40,6,0,0,2,12,4916850.3373,4726759.36242
67031,newmaal01,1989,1,MIN,AL,141,446,62,113,18,2,0,38,25,12,59,46,0,2,10,4,3,1361589.32418,3181472.64778
67037,nixondo01,1989,1,SFN,NL,95,166,23,44,2,0,1,15,10,3,11,30,1,0,0,0,4,775349.476267,2045232.41643
67038,nixonot01,1989,1,MON,NL,126,258,41,56,7,2,0,21,37,12,33,36,1,0,2,0,4,1342678.36134,2863325.383
67040,nokesma01,1989,1,DET,AL,87,268,15,67,10,0,9,39,1,0,17,37,1,2,1,2,7,1475055.10119,5908449.20302
67047,obriech01,1989,1,ML4,AL,62,188,22,44,10,0,6,35,0,0,21,11,1,9,8,0,11,680794.662088,1363488.27762
67049,oestero01,1989,1,CIN,NL,109,305,23,75,15,0,1,14,1,0,32,47,8,0,0,0,10,4916850.3373,5908449.20302
67050,ojedabo01,1989,1,NYN,NL,32,66,3,7,0,0,0,0,0,0,3,14,0,0,6,0,0,6997056.24924,11816898.406
67054,olivejo01,1989,1,CIN,NL,49,151,13,41,8,0,3,23,0,0,6,28,1,1,1,2,3,514378.189133,977166.598961
67057,omallto01,1989,1,NYN,NL,9,11,2,6,2,0,0,8,0,0,0,2,0,0,0,0,0,1096835.84447,1408937.88687
