num,playerID,yearID,stint,teamID,IgID,W,L,G,GS,CG,SHO,SV,Ipouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,prev_salary,salary
29922,candito01,1995,1,LAN,NL,7,14,30,30,1,1,0,571,187,74,18,58,141,0.255,3.5,2,7,9,0,812,0,93,7,5,18,17959233.237,12207791.7401
29926,carrahe01,1995,1,CIN,NL,2,7,64,0,0,0,5,262,86,40,1,46,64,0.257,4.12,5,15,2,0,391,28,45,2,6,8,605367.412483,793506.463107
29928,casiala01,1995,1,CHN,NL,1,0,42,0,0,0,0,70,23,5,1,15,11,0.258,1.93,6,2,0,0,107,5,6,1,2,1,645725.239982,1119047.57618
29929,castifr01,1995,1,CHN,NL,11,10,29,29,2,2,0,564,179,67,22,52,135,0.248,3.21,4,3,6,1,795,0,75,11,3,11,1008945.68747,6510822.26139
29930,castito02,1995,1,TOR,AL,1,5,55,0,0,0,13,218,64,26,7,24,38,0.243,3.22,1,0,3,0,298,31,27,3,5,7,2463845.36881,2685714.18283
29932,charlno01,1995,2,SEA,AL,2,1,30,0,0,0,14,143,23,8,2,16,58,0.143,1.51,0,5,1,1,182,22,12,3,1,4,439900.319738,8443722.62025
29933,chrisja01,1995,1,PIT,NL,1,3,63,0,0,0,0,169,49,26,5,34,53,0.234,4.15,9,4,3,1,255,13,28,6,3,2,439900.319738,583939.371569
29934,chrismi02,1995,1,DET,AL,4,0,36,0,0,0,1,184,71,26,8,14,34,0.292,3.82,2,5,2,0,262,11,28,1,2,4,629582.108982,813852.782674
29945,cookde01,1995,2,TEX,AL,0,2,35,1,0,0,2,135,47,20,6,16,40,0.28,4.0,1,1,1,0,193,9,23,3,5,3,1775744.40995,1342857.09141
29950,corsiji01,1995,1,OAK,AL,2,4,38,0,0,0,2,135,31,11,2,26,26,0.203,2.2,1,0,2,0,187,7,14,5,1,9,964104.105338,1831168.76102
29956,cummijo01,1995,2,LAN,NL,3,1,35,0,0,0,0,117,38,13,3,10,21,0.25,3.0,4,1,0,0,165,11,16,2,1,1,625546.326232,691774.865273
29970,deweyma01,1995,1,SFN,NL,1,0,27,0,0,0,0,95,30,11,2,17,32,0.254,3.13,6,1,0,0,137,5,12,1,1,4,686083.067481,915584.380509
29973,dipotje01,1995,1,NYN,NL,4,6,58,0,0,0,2,236,77,33,2,29,49,0.267,3.78,8,3,4,1,330,26,41,6,3,13,605367.412483,915584.380509
29980,eckerde01,1995,1,OAK,AL,4,6,52,0,0,0,29,151,53,27,5,11,40,0.269,4.83,0,0,1,0,212,48,29,1,2,5,11546830.4909,1220779.17401
29986,eldreca01,1995,1,ML4,AL,1,1,4,4,0,0,0,71,24,9,4,10,18,0.261,3.42,0,1,1,1,104,0,10,1,0,0,1816102.23745,2897315.90632
29988,embreal01,1995,1,CLE,AL,3,2,23,0,0,0,1,74,23,14,2,16,23,0.253,5.11,0,1,0,0,111,8,16,2,2,2,504472.843736,630735.906573
29997,fasseje01,1995,1,MON,NL,13,14,30,30,1,0,0,567,207,91,15,74,164,0.283,4.33,3,7,2,1,833,0,102,19,7,13,6053674.12483,11393938.9574
30001,fernasi01,1995,2,PHI,NL,6,1,11,11,0,0,0,194,48,24,11,21,79,0.2,3.34,0,0,1,1,263,0,25,1,0,1,439900.319738,2645021.54369
30002,fettemi01,1995,1,ML4,AL,0,3,40,0,0,0,22,104,40,13,3,20,33,0.286,3.38,4,5,0,0,163,34,16,2,1,1,3632204.4749,6917748.65273
30003,finlech01,1995,1,CAL,AL,15,12,32,32,2,1,0,609,192,95,20,93,195,0.249,4.21,1,13,7,1,880,0,106,4,5,20,19674440.9057,12451947.5749
30008,floribr01,1995,1,SDN,NL,2,2,47,0,0,0,1,206,49,23,8,38,68,0.202,3.01,3,7,4,2,290,10,30,5,1,8,464115.016237,701948.025057
30010,fossato01,1995,1,SLN,NL,3,0,58,0,0,0,0,110,28,6,1,10,40,0.214,1.47,3,1,1,0,145,20,6,2,1,3,1109840.25622,2645021.54369
30011,fosteke01,1995,1,CHN,NL,12,11,30,28,0,0,0,503,149,84,32,65,146,0.24,4.51,4,2,6,2,703,1,90,4,6,9,565009.584984,935930.700075
30012,francjo01,1995,1,NYN,NL,5,3,48,0,0,0,29,155,48,14,4,17,41,0.251,2.44,2,0,0,0,213,41,17,4,1,6,10291246.0122,10580086.1748
30015,freemma02,1995,1,COL,NL,3,7,22,18,0,0,0,284,122,62,15,41,61,0.318,5.89,1,5,2,1,437,0,64,7,3,10,7667987.22478,10173159.7834
30025,gohrgr01,1995,1,DET,AL,1,0,10,0,0,0,0,31,9,1,0,3,12,0.243,0.87,0,1,0,0,41,1,1,1,0,3,665904.153731,813852.782674
30032,greenty01,1995,1,PHI,NL,8,9,26,25,4,2,0,422,157,83,15,66,85,0.29,5.31,3,9,4,2,623,0,86,5,6,15,439900.319738,630735.906573
30039,guarded01,1995,1,MIN,AL,4,9,51,5,0,0,2,274,99,52,13,45,71,0.28,5.12,2,5,0,1,410,10,54,6,5,2,494383.386861,630735.906573
30040,gubicma01,1995,1,KCA,AL,12,14,33,33,3,2,0,640,222,89,21,62,81,0.272,3.75,2,4,6,1,898,0,97,9,6,21,3026837.06241,6510822.26139
30046,guzmaju01,1995,1,TOR,AL,4,14,24,24,3,0,0,406,151,95,13,73,94,0.281,6.32,6,8,3,0,619,0,101,3,2,10,11300191.6997,9115151.16595
30050,hamiljo02,1995,1,SDN,NL,6,9,31,30,2,2,0,613,189,70,17,56,123,0.246,3.08,5,2,11,0,850,1,89,12,4,22,686083.067481,1322510.77185
30052,hammoch01,1995,1,FLO,NL,9,6,25,24,3,2,0,483,157,68,17,47,126,0.256,3.8,2,3,9,1,683,0,73,7,7,12,4136677.31863,6510822.26139
30053,hamptmi01,1995,1,HOU,NL,9,8,24,24,0,0,0,452,141,56,13,49,115,0.247,3.35,3,3,4,1,641,0,73,11,5,12,544830.671235,1119047.57618
30055,haneych01,1995,1,KCA,AL,3,4,16,13,1,0,0,244,78,33,7,33,31,0.262,3.65,0,2,2,0,338,0,35,1,4,16,887872.204975,2339826.75019
30077,henrydo01,1995,1,NYN,NL,3,6,51,0,0,0,4,201,48,22,7,25,62,0.198,2.96,6,6,1,1,273,20,23,3,2,2,1614313.09995,3051947.93503
30079,hentgpa01,1995,1,TOR,AL,10,14,30,30,2,0,0,602,236,114,24,90,135,0.29,5.11,6,7,5,2,913,0,129,2,1,16,5044728.43736,9562770.19642
30084,hernaro01,1995,1,CHA,AL,3,7,60,0,0,0,32,179,63,26,9,28,84,0.266,3.92,4,1,3,0,272,57,30,4,0,3,4742044.73112,8565800.53765
30085,hernaxa01,1995,1,CIN,NL,7,2,59,0,0,0,3,270,95,46,8,31,84,0.273,4.6,1,7,4,0,391,19,47,6,2,7,5966234.85577,2441558.34802
30086,hershor01,1995,1,CLE,AL,16,6,26,26,1,1,0,502,151,72,21,51,111,0.244,3.87,1,3,5,0,683,0,76,3,4,26,6053674.12483,7121211.8484
30092,hoffmtr01,1995,1,SDN,NL,7,4,55,0,0,0,31,160,48,23,10,14,52,0.235,3.88,3,1,0,0,218,51,25,0,0,3,1271271.56621,3886147.03727
30093,holmeda01,1995,1,COL,NL,6,1,68,0,0,0,14,200,59,24,3,28,61,0.237,3.24,3,7,1,1,286,33,26,5,3,3,5851884.98733,4740692.45908
30101,howest01,1995,1,NYA,AL,6,3,56,0,0,0,2,147,66,27,7,17,28,0.324,4.96,3,1,4,0,230,20,29,3,2,5,9282300.32474,2034631.95669
30102,hudekjo01,1995,1,HOU,NL,2,2,19,0,0,0,7,60,19,12,3,5,29,0.247,5.4,0,2,0,0,83,16,12,1,0,1,746619.808729,854545.421808
30107,isrinja01,1995,1,NYN,NL,9,2,14,14,1,0,0,279,88,29,6,31,55,0.254,2.81,2,4,2,1,385,0,29,3,3,11,439900.319738,687705.60136
30112,jamesmi01,1995,1,CAL,AL,3,0,46,0,0,0,1,167,49,24,6,26,36,0.238,3.88,2,1,3,0,237,11,27,2,0,6,439900.319738,610389.587006
30118,jonesbo03,1995,1,NYN,NL,10,10,30,30,3,1,0,587,209,91,20,53,127,0.274,4.19,6,2,7,1,839,0,107,11,6,16,887872.204975,1648051.88492
30120,jonesto02,1995,1,HOU,NL,6,5,68,0,0,0,15,299,89,34,8,52,96,0.237,3.07,17,5,6,0,442,40,38,5,4,4,706261.98123,1220779.17401
30123,kamiesc01,1995,1,NYA,AL,7,6,17,16,1,0,0,269,83,40,8,49,43,0.246,4.01,1,4,3,0,391,1,43,1,0,13,4439361.02487,4476190.30471
30125,karlsc01,1995,1,ML4,AL,6,7,25,18,1,0,0,372,141,57,10,50,59,0.288,4.14,6,0,3,0,548,3,65,3,3,16,439900.319738,630735.906573
30127,keyji01,1995,1,NYA,AL,1,2,5,5,0,0,0,91,40,19,3,6,14,0.323,5.64,1,1,0,0,134,0,20,3,1,3,19669194.3881,7121211.8484
30128,keysebr01,1995,1,CHA,AL,5,6,23,10,0,0,0,277,114,51,10,27,48,0.306,4.97,1,1,2,1,404,0,53,0,2,10,439900.319738,590043.267439
30130,kileda01,1995,1,HOU,NL,4,12,25,21,0,0,0,381,114,70,5,73,113,0.24,4.96,2,11,12,1,570,1,81,7,3,8,5135533.54923,5086579.89171
30144,leitema01,1995,1,SFN,NL,10,12,30,29,7,1,0,587,185,83,19,55,129,0.254,3.82,4,9,17,3,817,0,91,10,6,17,2825047.92492,7528138.23974
30145,leskacu01,1995,1,COL,NL,6,3,76,0,0,0,10,294,83,37,7,33,107,0.226,3.4,1,6,0,1,406,27,38,3,2,6,524651.757485,1098701.25661
30147,liebejo01,1995,1,PIT,NL,4,7,21,12,0,0,0,218,103,51,7,14,45,0.346,6.32,0,3,4,0,327,3,56,5,6,8,565009.584984,610389.587006
30149,limajo01,1995,1,DET,AL,3,9,15,15,0,0,0,221,85,50,10,18,37,0.288,6.11,4,5,4,0,320,0,52,2,1,7,520615.974735,590043.267439
30151,lirafe01,1995,1,DET,AL,9,13,37,22,0,0,1,439,151,70,17,56,89,0.271,4.31,7,5,8,1,635,7,74,4,9,13,439900.319738,691774.865273
30152,lloydgr01,1995,1,ML4,AL,0,5,33,0,0,0,4,96,28,16,4,8,13,0.246,4.5,2,3,0,0,127,14,16,1,4,4,625546.326232,874891.741375
30153,loaizes01,1995,1,PIT,NL,8,9,32,31,1,0,0,518,205,99,21,55,85,0.3,5.16,3,6,5,1,762,0,115,10,9,16,439900.319738,610389.587006
30161,maddumi01,1995,2,BOS,AL,4,1,36,4,0,0,1,269,86,36,5,15,65,0.247,3.61,3,5,2,0,367,6,40,1,1,7,439900.319738,2441558.34802
30162,magnami01,1995,1,KCA,AL,1,1,28,0,0,0,0,134,45,21,6,16,28,0.268,4.23,1,2,2,0,190,7,23,2,2,5,887872.204975,1017315.97834
30163,mahompa01,1995,1,MIN,AL,4,10,47,7,0,0,3,284,100,67,22,47,67,0.271,6.37,1,6,2,0,423,16,74,3,2,10,716351.438105,824025.942458
30169,martida01,1995,1,CHA,AL,0,0,1,0,0,0,0,3,0,0,0,2,0,0.0,0.0,0,0,0,0,5,1,0,0,0,0,2623258.78743,3784415.43944
30171,martipe02,1995,1,MON,NL,14,10,30,30,2,2,0,584,158,76,21,66,174,0.227,3.51,1,5,11,2,784,0,79,7,3,10,1089661.34247,1281818.13271
30174,mathete01,1995,1,FLO,NL,4,4,57,0,0,0,3,248,70,31,9,27,72,0.235,3.38,4,3,1,0,332,14,32,5,1,6,540794.888485,1190259.69466
30180,mccaski01,1995,1,CHA,AL,6,4,55,1,0,0,2,243,97,44,10,33,50,0.302,4.89,4,10,5,0,365,17,50,3,3,11,3793635.78489,3255411.1307
30185,mcelrch01,1995,1,CIN,NL,3,4,44,0,0,0,0,121,46,27,5,15,27,0.291,6.02,3,1,1,0,178,11,29,1,3,2,3430415.3374,3324588.61722
30186,mcmicgr01,1995,1,ATL,NL,7,2,67,0,0,0,2,242,64,25,8,32,74,0.213,2.79,9,3,0,0,337,16,27,5,0,3,1230913.73872,1871861.40015
30193,mesajo01,1995,1,CLE,AL,3,0,62,0,0,0,46,192,49,8,3,17,58,0.216,1.13,2,5,0,0,250,57,9,4,2,8,5840677.61864,7618569.49168
30194,micelda01,1995,1,PIT,NL,4,4,58,0,0,0,21,174,61,30,7,28,56,0.27,4.66,5,4,4,0,264,51,30,2,4,1,504472.843736,895238.060942
30196,mimbsmi01,1995,1,PHI,NL,9,7,35,19,2,1,1,410,127,63,10,75,93,0.25,4.15,2,9,6,0,603,6,70,6,8,14,439900.319738,651082.226139
30197,minorbl01,1995,1,NYN,NL,4,2,35,0,0,0,1,140,44,19,6,13,43,0.253,3.66,1,3,1,0,192,10,21,4,0,2,585188.498733,805714.254848
30200,mlickda01,1995,1,NYN,NL,9,7,29,25,0,0,0,482,160,76,23,54,123,0.256,4.26,2,5,4,1,696,1,82,8,5,6,439900.319738,793506.463107
30201,mohlemi01,1995,1,OAK,AL,1,1,28,0,0,0,1,71,16,8,0,18,15,0.198,3.04,1,1,0,0,100,6,8,1,0,4,504472.843736,630735.906573
30203,montgje01,1995,1,KCA,AL,2,3,54,0,0,0,31,197,60,25,7,25,49,0.252,3.43,4,1,2,1,275,46,27,5,5,13,16815762.8031,8748917.41375
30207,morgami01,1995,2,SLN,NL,5,6,17,17,1,0,0,320,114,46,10,25,46,0.283,3.88,1,6,5,0,448,0,48,10,5,16,13620766.7809,5086579.89171
30210,munozbo01,1995,1,PHI,NL,0,2,3,3,0,0,0,47,15,10,2,9,6,0.268,5.74,0,0,3,0,70,0,13,0,2,3,565009.584984,590043.267439
30211,munozmi01,1995,1,COL,NL,2,4,64,0,0,0,2,131,54,36,9,27,37,0.307,7.42,0,5,1,0,208,19,38,2,2,2,1210734.82497,1180086.53488
30224,neaglde01,1995,1,PIT,NL,13,8,31,31,5,1,0,629,221,80,20,45,150,0.273,3.43,3,6,3,0,876,0,91,13,6,18,2986479.23492,9359307.00075
30226,nenro01,1995,1,FLO,NL,0,7,62,0,0,0,23,197,62,24,6,23,68,0.244,3.29,3,2,1,0,279,54,26,0,1,4,726440.894979,1383549.73055
30232,nomohi01,1995,1,LAN,NL,13,6,28,28,4,3,0,574,124,54,14,78,236,0.182,2.54,2,19,5,5,780,0,63,11,4,4,8511465.81951,2441558.34802
30233,ogeach01,1995,1,CLE,AL,8,3,20,14,1,0,0,319,95,36,11,29,57,0.234,3.05,0,3,1,1,442,3,38,0,5,3,439900.319738,590043.267439
30236,oliveda02,1995,1,TEX,AL,4,2,17,7,0,0,0,147,47,23,3,32,39,0.257,4.22,1,4,1,0,222,2,25,5,1,2,665904.153731,895238.060942
30241,oroscje01,1995,1,BAL,AL,2,4,65,0,0,0,3,149,28,18,4,27,58,0.169,3.26,7,2,1,1,200,23,19,2,4,5,2623258.78743,3051947.93503
30242,osbordo01,1995,1,SLN,NL,4,6,19,19,0,0,0,340,112,48,17,34,82,0.26,3.81,2,0,2,0,477,0,58,8,3,9,1008945.68747,2950216.33719
30243,osunaan01,1995,1,LAN,NL,2,4,39,0,0,0,0,134,39,22,5,20,46,0.241,4.43,2,1,1,0,186,8,22,2,1,4,439900.319738,610389.587006
30244,paintla01,1995,1,COL,NL,3,0,33,1,0,0,1,136,55,22,9,10,36,0.296,4.37,0,4,2,1,198,7,23,0,0,5,528687.540235,679567.073533
30249,parreje01,1995,1,SLN,NL,4,7,59,0,0,0,0,230,71,31,8,28,71,0.243,3.64,5,7,1,0,328,17,33,5,2,5,2421469.64993,2746753.14153
30254,pavliro01,1995,1,TEX,AL,10,10,31,31,2,1,0,575,174,93,19,90,149,0.243,4.37,5,10,4,1,819,0,96,4,5,18,1029124.60122,5086579.89171
30260,percitr01,1995,1,CAL,AL,3,2,62,0,0,0,3,222,37,16,6,26,94,0.147,1.95,2,2,1,2,284,16,19,4,1,1,439900.319738,1444588.68925
30261,perezca01,1995,1,MON,NL,10,8,28,23,2,1,0,424,142,58,18,28,106,0.257,3.69,2,8,5,4,592,2,61,6,1,9,439900.319738,671428.545706
30263,perezmi01,1995,1,CHN,NL,2,6,68,0,0,0,2,214,72,29,8,27,49,0.268,3.66,8,4,4,0,308,18,30,5,3,5,1372166.13496,2034631.95669
30264,perezyo01,1995,1,FLO,NL,2,6,69,0,0,0,1,140,35,27,6,28,47,0.203,5.21,4,2,2,0,205,11,29,2,1,2,540794.888485,762986.983757
30266,petkoma01,1995,1,SLN,NL,6,6,26,21,1,1,0,412,136,61,11,35,71,0.262,4.0,3,1,6,1,569,1,71,4,4,18,460079.233487,610389.587006
30267,pettian01,1995,1,NYA,AL,12,9,31,26,3,0,0,525,183,81,15,63,114,0.272,4.17,3,8,1,1,745,1,86,4,5,16,439900.319738,793506.463107
30269,pichahi01,1995,1,KCA,AL,8,4,44,0,0,0,1,192,66,31,4,30,43,0.265,4.36,7,4,4,1,287,16,34,3,1,6,1452881.78996,2543289.94586
30272,plesada01,1995,1,PIT,NL,4,4,58,0,0,0,3,181,53,24,3,27,57,0.237,3.58,7,1,1,0,259,16,26,4,3,5,4403490.98779,4476190.30471
30273,plunker01,1995,1,CLE,AL,6,2,56,0,0,0,2,192,48,19,5,27,71,0.211,2.67,2,3,4,0,263,22,19,2,2,4,2925942.49367,3051947.93503
30274,pooleji02,1995,1,CLE,AL,3,3,42,0,0,0,0,151,40,21,7,17,41,0.217,3.75,0,2,2,1,206,9,22,1,2,4,1412523.96246,2034631.95669
30280,prietar01,1995,1,OAK,AL,2,6,14,9,1,0,0,174,57,32,4,32,37,0.264,4.97,1,4,5,1,258,1,35,3,2,7,439900.319738,736536.76832
30281,pughti01,1995,1,CIN,NL,6,5,28,12,0,0,0,295,100,42,13,32,38,0.267,3.84,2,3,1,1,413,4,46,2,2,11,686083.067481,793506.463107
30282,pulsibi01,1995,1,NYN,NL,5,7,17,17,2,0,0,380,122,56,11,45,81,0.255,3.98,0,2,4,1,530,0,58,2,1,16,439900.319738,630735.906573
30285,radkebr01,1995,1,MIN,AL,11,14,29,28,2,1,0,543,195,107,32,47,75,0.275,5.32,0,4,4,0,772,0,112,2,9,14,439900.319738,712121.18484
30286,rapppa01,1995,1,FLO,NL,14,7,28,28,3,2,0,502,158,64,10,76,102,0.253,3.44,2,7,7,0,716,0,72,8,0,16,651778.914107,1424242.36968
30289,reedst01,1995,1,COL,NL,5,2,71,0,0,0,3,252,61,20,8,21,79,0.203,2.14,3,0,1,2,327,15,24,3,1,6,1069482.42872,1831168.76102
30294,reyesca01,1995,1,OAK,AL,4,6,40,1,0,0,0,207,71,39,10,28,48,0.264,5.09,4,5,5,0,306,19,43,4,0,5,524651.757485,691774.865273
30295,reynoar02,1995,1,COL,NL,7,7,20,18,0,0,0,279,116,55,12,36,40,0.316,5.32,3,2,5,0,418,0,61,8,2,3,1041231.94947,1790476.12188
30296,reynosh01,1995,1,HOU,NL,10,11,30,30,3,2,0,568,196,73,15,37,175,0.263,3.47,6,7,2,1,792,0,87,8,0,12,706261.98123,1342857.09141
30297,rhodear01,1995,1,BAL,AL,2,5,19,9,0,0,0,226,68,52,13,48,77,0.239,6.21,1,3,0,1,336,3,53,4,0,1,1109840.25622,1220779.17401
30303,ritzke01,1995,1,COL,NL,11,11,31,28,0,0,2,520,171,81,16,65,120,0.259,4.21,3,6,6,0,743,3,91,8,5,16,1804894.86875,3011255.29589
30316,rojasme01,1995,1,MON,NL,1,4,59,0,0,0,30,203,69,31,2,29,61,0.262,4.12,4,6,7,0,302,48,32,2,1,5,5246517.57485,8240259.42458
30320,rueteki01,1995,1,MON,NL,5,3,9,9,1,1,0,142,38,17,3,9,28,0.224,3.23,0,0,1,0,184,0,17,4,0,4,609403.195233,651082.226139
30322,ruffibr01,1995,1,COL,NL,0,1,37,0,0,0,11,102,26,8,1,19,23,0.222,2.12,1,1,0,0,140,19,8,4,0,5,4035782.74989,4069263.91337
30323,ruffijo01,1995,1,CIN,NL,0,0,10,0,0,0,0,40,4,2,0,11,11,0.093,1.35,0,3,0,0,54,6,3,0,0,2,786977.636228,793506.463107
30324,russeje01,1995,1,TEX,AL,1,0,37,0,0,0,20,98,36,11,3,9,21,0.277,3.03,1,1,0,0,139,32,12,0,0,3,2482006.39118,2502597.30672
30329,sandesc01,1995,1,CAL,AL,1,3,7,7,0,0,0,118,48,18,6,4,23,0.298,4.12,1,0,2,1,170,0,23,1,2,2,1008945.68747,813852.782674
30330,sandesc02,1995,1,SDN,NL,5,5,17,15,1,0,0,270,79,43,14,31,88,0.228,4.3,4,6,2,1,383,0,46,2,2,1,726440.894979,1220779.17401
30334,schilcu01,1995,1,PHI,NL,7,5,17,17,1,0,0,348,96,46,12,26,114,0.22,3.57,2,0,3,1,473,0,52,5,2,5,9282300.32474,8138527.82674
30339,scottti01,1995,1,MON,NL,2,0,62,0,0,0,2,190,52,28,6,23,57,0.222,3.98,2,4,6,0,268,15,30,4,1,2,908051.118724,2848484.73936
30341,seleaa01,1995,1,BOS,AL,3,1,6,6,0,0,0,97,32,11,3,14,21,0.252,3.06,0,3,3,0,146,0,14,1,1,2,1180466.45434,1546320.28708
30353,smithle02,1995,1,CAL,AL,0,5,52,0,0,0,37,148,42,19,3,25,43,0.237,3.47,4,1,1,0,209,51,19,3,3,1,10336095.6659,8545454.21808
30358,sparkst01,1995,1,ML4,AL,9,11,33,27,3,0,0,606,210,104,17,86,96,0.274,4.63,1,5,5,1,875,2,111,5,12,30,439900.319738,712121.18484
30364,steveda01,1995,1,MIN,AL,5,4,56,0,0,0,10,197,74,37,14,32,47,0.285,5.07,1,2,1,0,302,34,40,4,5,4,504472.843736,699913.3931
30377,tavarju01,1995,1,CLE,AL,10,2,57,0,0,0,0,255,76,23,7,21,68,0.235,2.44,0,3,3,2,350,15,36,0,2,6,484293.929986,1593792.31989
30385,thompma01,1995,1,COL,NL,2,3,21,5,0,0,0,153,73,37,7,22,30,0.349,6.53,2,2,1,0,240,3,42,4,4,7,439900.319738,590043.267439
30386,timlimi01,1995,1,TOR,AL,4,3,31,0,0,0,5,126,38,10,1,17,36,0.242,2.14,5,3,2,1,179,19,13,3,0,3,2017891.37494,2583982.58499
30390,trachst01,1995,1,CHN,NL,7,13,30,29,2,0,0,482,174,92,25,76,117,0.277,5.15,8,2,0,1,722,0,104,12,5,12,726440.894979,895238.060942
30391,trombmi01,1995,1,MIN,AL,4,8,20,18,0,0,0,293,107,61,18,42,68,0.273,5.62,1,4,3,0,442,0,68,3,2,9,565009.584984,661255.385923
30392,urbanto01,1995,1,SLN,NL,3,5,24,13,0,0,0,248,99,34,11,21,52,0.305,3.7,4,5,2,0,354,2,40,6,0,12,605367.412483,732467.504407
30395,valdeis01,1995,1,LAN,NL,13,11,33,27,6,2,1,593,168,67,17,51,150,0.228,3.05,5,1,1,3,804,1,76,10,5,12,548866.453984,1729437.16318
30397,valdese01,1995,1,SFN,NL,4,5,13,11,1,0,0,199,78,35,12,17,29,0.298,4.75,3,2,3,1,290,0,43,5,3,6,686083.067481,813852.782674
30398,valenfe01,1995,1,SDN,NL,8,3,29,15,0,0,0,271,101,50,16,34,57,0.289,4.98,2,4,0,0,395,5,53,10,2,11,1715207.6687,4069263.91337
30400,vanlawi01,1995,1,SFN,NL,6,3,18,18,1,0,0,368,124,50,14,40,95,0.264,3.67,2,5,2,4,523,0,58,6,5,7,575099.041859,813852.782674
30401,vanpoto01,1995,1,OAK,AL,4,8,36,14,1,0,0,415,125,75,16,56,122,0.244,4.88,1,4,4,0,582,10,77,3,6,12,1602205.7517,1294025.92445
30407,vosbeed01,1995,1,TEX,AL,5,5,44,0,0,0,4,108,32,12,3,16,36,0.241,3.0,1,3,0,2,154,20,15,2,3,2,504472.843736,805714.254848
30410,wagnepa01,1995,1,PIT,NL,5,16,33,25,3,1,1,495,174,88,18,72,120,0.273,4.8,7,8,7,0,725,1,96,7,2,20,908051.118724,1119047.57618
30411,wakefti01,1995,1,BOS,AL,16,8,27,27,6,1,0,586,163,64,22,68,119,0.227,2.95,0,11,9,0,804,0,76,3,7,16,706261.98123,1831168.76102
30420,weathda01,1995,1,FLO,NL,4,5,28,15,0,0,0,271,104,60,8,52,60,0.295,5.98,3,3,5,0,419,0,68,7,3,11,635635.783107,915584.380509
30422,wellsbo01,1995,1,SEA,AL,4,3,30,4,0,0,0,230,88,49,11,39,38,0.284,5.75,3,1,3,0,358,3,51,1,5,2,439900.319738,630735.906573
30425,wendetu01,1995,1,CHN,NL,3,1,43,0,0,0,0,181,71,33,11,24,50,0.298,4.92,4,1,2,0,270,17,35,3,3,5,452007.667987,651082.226139
30427,westda01,1995,1,PHI,NL,3,2,8,8,0,0,0,114,34,16,5,19,25,0.241,3.79,0,1,1,0,163,0,17,2,0,5,3833993.61239,2034631.95669
30430,whitema02,1995,1,TEX,AL,5,4,40,0,0,0,3,159,48,24,5,19,46,0.242,4.08,2,4,1,0,223,18,24,2,3,3,887872.204975,1525973.96751
30435,wickmbo01,1995,1,NYA,AL,2,4,63,1,0,0,1,240,77,36,6,33,51,0.253,4.05,3,2,5,0,347,14,38,4,1,11,887872.204975,3458874.32637
30439,willimi03,1995,1,PHI,NL,3,3,33,8,0,0,0,263,78,32,10,29,57,0.239,3.29,2,7,3,0,367,7,37,5,3,8,524651.757485,813852.782674
30441,williwo02,1995,1,TOR,AL,1,2,23,3,0,0,0,161,44,22,6,28,41,0.22,3.69,1,0,2,0,232,10,23,2,0,3,706261.98123,915584.380509
30446,wohlema01,1995,1,ATL,NL,7,3,65,0,0,0,25,194,51,15,2,24,90,0.211,2.09,3,4,1,0,269,49,16,2,0,3,817246.006852,5798701.07655
30450,worreti01,1995,1,SDN,NL,1,0,9,0,0,0,0,40,16,7,2,6,13,0.291,4.73,0,1,1,0,63,4,7,1,0,1,605367.412483,935930.700075
30455,acrema01,1996,1,OAK,AL,1,3,22,0,0,0,2,75,38,17,4,9,18,0.339,6.12,4,0,2,0,124,11,17,1,0,2,473436.883935,665904.153731
30457,adamste01,1996,1,CHN,NL,3,6,69,0,0,0,4,303,84,33,6,49,78,0.231,2.94,6,5,1,1,423,22,36,7,3,14,382131.199176,867693.291225
30458,adamswi02,1996,1,OAK,AL,3,4,12,12,1,1,0,229,76,34,11,23,68,0.257,4.01,3,2,5,0,329,0,39,3,2,5,368604.431064,635635.783107
30459,aguilri01,1996,1,MIN,AL,8,6,19,19,2,0,0,334,124,67,20,27,83,0.276,5.42,1,6,3,0,484,0,69,1,3,5,11835922.0984,12410031.9559
30473,assenpa01,1996,1,CLE,AL,4,2,63,0,0,0,1,140,46,16,1,14,44,0.26,3.09,5,2,4,0,201,25,18,4,2,1,2946806.4333,3531309.90615
30474,astacpe01,1996,1,LAN,NL,9,8,35,32,0,0,0,635,207,81,18,67,130,0.261,3.44,9,6,9,2,885,0,86,11,5,28,3719861.23092,11703769.9747
30477,ayalabo01,1996,1,SEA,AL,6,3,50,0,0,0,3,202,65,44,10,25,61,0.256,5.88,3,2,2,0,285,26,45,2,2,5,1099049.90914,3632204.4749
30479,bailero01,1996,1,COL,NL,2,3,24,11,0,0,1,251,94,58,7,52,45,0.288,6.24,0,3,1,0,385,4,64,2,4,8,507253.804216,807156.549977
30480,baldwja01,1996,1,CHA,AL,11,6,28,28,0,0,0,507,168,83,24,57,127,0.257,4.42,3,12,4,1,719,0,88,2,2,9,388894.583233,1008945.68747
30487,beckro01,1996,1,SFN,NL,0,9,63,0,0,0,35,186,56,23,9,10,48,0.238,3.34,2,1,1,0,248,58,23,0,2,5,9991043.39414,12847430.0903
30488,beechma01,1996,1,PHI,NL,1,4,8,8,0,0,0,124,49,32,8,11,33,0.306,6.97,0,0,3,0,182,0,32,2,6,1,368604.431064,605367.412483
