num,playerID,yearID,stint,teamID,IgID,W,L,G,GS,CG,SHO,SV,Ipouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,prev_salary,salary
39174,delcama01,2009,1,BOS,AL,5,2,64,0,0,0,0,179,64,30,5,34,44,0.27,4.53,3,1,4,0,278,6,34,2,1,3,713706.622366,1365305.49987
39185,downssc01,2009,1,TOR,AL,1,3,48,0,0,0,9,140,46,16,4,13,43,0.251,3.09,1,1,2,0,200,24,18,0,2,3,5622688.72663,6034499.44695
39186,duensbr01,2009,1,MIN,AL,5,2,24,9,0,0,0,252,84,34,7,31,53,0.263,3.64,1,1,3,0,359,3,37,3,2,10,599753.464173,629850.879775
39187,dukeza01,2009,1,PIT,NL,11,16,32,32,3,1,0,639,231,96,23,49,106,0.285,4.06,0,2,3,1,891,0,101,18,10,20,3298644.05295,6487086.90547
39190,durbich01,2009,1,PHI,NL,2,2,59,0,0,0,2,209,56,34,8,47,62,0.22,4.39,2,2,7,0,314,15,38,3,3,3,2451492.28481,3205827.83119
39203,farnsky01,2009,1,KCA,AL,1,5,41,0,0,0,0,112,43,19,3,14,42,0.287,4.58,2,2,1,1,168,18,22,1,2,1,6372380.55684,6788811.87782
39204,feldmsc01,2009,1,TEX,AL,17,8,34,31,0,0,0,569,178,86,18,65,113,0.25,4.08,0,5,9,2,791,0,87,1,3,21,651752.089517,3658415.28971
39205,felicpe01,2009,1,NYN,NL,6,4,88,0,0,0,0,178,51,20,7,18,59,0.231,3.03,4,2,0,1,242,11,25,2,1,5,2417756.15245,4375012.09904
39213,floydga01,2009,1,CHA,AL,11,11,30,30,1,0,0,579,178,87,21,59,163,0.244,4.06,4,8,2,0,797,0,93,2,3,21,1124537.74533,4148718.36978
39217,francfr01,2009,1,TEX,AL,2,3,51,0,0,0,25,148,40,21,6,15,57,0.214,3.83,1,3,1,0,203,42,21,0,0,1,2421504.6116,4925660.17357
39218,frankry01,2009,1,SLN,NL,4,3,62,0,0,0,38,183,49,13,2,24,44,0.22,1.92,3,1,1,0,250,54,13,0,2,4,3748459.15108,4601305.8283
39219,frasoja01,2009,1,TOR,AL,7,3,61,0,0,0,11,173,43,16,4,16,56,0.209,2.5,3,2,2,0,227,36,17,1,2,4,2174106.30763,3997855.8836
39229,gallayo01,2009,1,MIL,NL,13,12,30,30,1,0,0,557,150,77,21,94,204,0.219,3.73,5,9,5,0,793,0,78,5,3,11,620744.835419,678881.187782
39235,garzama01,2009,1,TBA,AL,8,12,32,32,0,0,0,609,177,89,25,79,189,0.233,3.95,0,3,11,0,861,0,93,2,8,14,649682.940066,5053893.28682
39256,greense01,2009,1,NYN,NL,1,4,79,0,0,0,1,209,64,35,5,36,54,0.24,4.52,5,8,9,1,316,19,37,4,0,7,706209.704064,1470909.24019
39257,gregelu01,2009,1,SDN,NL,2,4,72,0,0,0,1,225,62,27,3,31,93,0.221,3.24,9,4,3,0,318,7,29,3,1,5,599753.464173,628342.254914
39259,greinza01,2009,1,KCA,AL,16,8,33,33,6,3,0,688,195,55,11,51,242,0.23,2.16,0,5,4,0,915,0,64,8,3,17,5622688.72663,10937530.2476
39263,guerrma02,2009,1,MIN,AL,5,1,79,0,0,0,1,229,58,20,10,16,47,0.207,2.36,2,6,4,0,304,15,23,3,1,5,2211590.89914,4752168.31447
39264,guthrje01,2009,1,BAL,AL,10,17,33,33,1,0,0,600,224,112,35,60,110,0.281,5.04,1,1,9,1,874,0,120,1,8,17,974599.379282,4525874.58521
39266,guzmaan01,2009,1,CHN,NL,3,3,55,0,0,0,1,183,41,20,8,23,47,0.192,2.95,4,1,1,0,245,14,20,5,2,4,631990.212873,1244615.51093
39270,hamelco01,2009,1,PHI,NL,10,11,32,32,2,2,0,581,206,93,24,43,168,0.273,4.32,4,1,5,0,814,0,95,7,5,11,6522318.92289,10032355.3306
39277,happja01,2009,1,PHI,NL,12,4,35,23,3,2,0,498,149,54,20,56,119,0.244,2.93,2,2,5,0,685,4,55,7,6,16,607250.382476,709053.685016
39280,harenda01,2009,1,ARI,NL,14,10,33,33,3,1,0,688,192,80,27,38,223,0.224,3.14,2,13,4,0,909,0,83,8,3,12,11245377.4533,12446155.1093
39281,harrima01,2009,1,TEX,AL,4,5,11,11,2,1,0,190,81,43,9,23,34,0.316,6.11,0,0,2,0,283,0,43,1,1,8,608000.074306,612637.470103
39288,hendrma01,2009,1,BAL,AL,6,5,53,11,0,0,1,315,116,51,16,33,61,0.28,4.37,4,2,2,1,457,12,59,2,5,8,2249075.49065,1810349.83408
39294,hernafe02,2009,1,SEA,AL,19,5,34,34,2,1,0,716,200,66,15,71,217,0.227,2.49,0,17,8,1,977,0,81,6,11,20,5697657.90965,10862099.0045
39297,herreda01,2009,1,CIN,NL,4,4,70,0,0,0,0,185,63,21,5,24,44,0.276,3.06,2,1,2,0,262,13,30,3,5,10,599753.464173,622307.755467
39303,hoffmtr01,2009,1,MIL,NL,3,2,55,0,0,0,37,162,35,11,2,14,48,0.183,1.83,2,2,1,0,210,46,11,2,2,3,8996301.9626,11314686.463
39305,howeljp01,2009,1,TBA,AL,7,5,69,0,0,0,17,200,47,21,7,33,79,0.197,2.84,3,3,3,1,278,41,22,2,1,5,650282.69353,2715524.75113
39319,janispa01,2009,1,CIN,NL,0,0,2,0,0,0,0,6,9,11,2,2,3,0.6,49.5,0,0,0,0,17,2,11,0,0,0,599753.464173,622307.755467
39320,janssca01,2009,1,TOR,AL,2,4,21,5,0,0,1,120,59,26,5,14,24,0.341,5.85,1,1,2,0,192,5,29,1,2,6,620594.897053,1056037.40322
39321,jenksbo01,2009,1,CHA,AL,3,4,52,0,0,0,29,160,52,22,9,16,49,0.25,3.71,1,0,2,0,228,46,24,0,2,4,8396548.49843,11314686.463
39323,jepseke01,2009,1,LAA,AL,6,4,54,0,0,0,1,164,63,30,2,19,48,0.292,4.94,2,6,0,0,237,13,33,0,2,6,601252.847834,626079.317621
39324,jimenub01,2009,1,COL,NL,15,12,33,33,1,0,0,654,183,84,13,85,198,0.229,3.47,6,8,10,3,914,0,87,15,6,15,1124537.74533,1885781.07717
39326,johnsji04,2009,1,BAL,AL,4,6,64,0,0,0,10,210,73,32,8,23,49,0.27,4.11,3,2,3,1,300,29,32,2,2,11,629741.137382,663794.939164
39327,johnsjo09,2009,1,FLO,NL,15,5,33,33,2,0,0,627,184,75,14,58,191,0.237,3.23,6,10,6,0,855,0,77,11,4,17,2099137.12461,5657343.23151
39331,jurrjja01,2009,1,ATL,NL,14,10,34,34,0,0,0,645,186,62,15,75,152,0.237,2.6,1,3,3,2,884,0,71,16,4,16,674722.647195,724139.933634
39333,kawakke01,2009,1,ATL,NL,7,12,32,25,0,0,1,469,153,67,15,57,105,0.26,3.86,6,8,6,1,669,3,73,10,7,12,12495362.6319,11063750.8553
39336,kellesh01,2009,1,SEA,AL,5,4,41,0,0,0,0,138,45,23,9,9,41,0.257,4.5,1,2,3,1,191,12,23,2,2,4,599753.464173,622307.755467
39342,kershcl01,2009,1,LAN,NL,8,8,31,30,0,0,0,513,119,53,7,91,185,0.2,2.79,4,11,1,2,701,1,55,11,2,12,605750.998815,663794.939164
39348,kuoho01,2009,1,LAN,NL,2,0,35,0,0,0,0,90,21,10,2,13,32,0.198,3.0,2,5,2,0,124,2,10,3,0,1,655230.659609,1433193.61865
39354,lannajo01,2009,1,WAS,NL,9,13,33,33,2,1,0,619,210,89,22,68,89,0.266,3.88,5,3,6,0,875,0,100,12,1,28,635738.672024,690950.186676
39365,lestejo01,2009,1,BOS,AL,15,8,32,32,2,0,0,610,186,77,20,64,225,0.242,3.41,0,6,3,0,843,0,80,2,6,14,1499383.66043,5657343.23151
39366,lewisje01,2009,1,CLE,AL,2,4,47,0,0,0,1,199,62,34,13,29,62,0.249,4.61,3,2,2,1,285,15,37,3,2,5,627642.000257,637243.141598
39371,lincomi01,2009,1,CIN,NL,1,1,19,0,0,0,0,69,29,21,7,19,9,0.326,8.22,2,1,4,0,115,8,21,3,0,3,2249075.49065,3771562.15434
39373,linebsc01,2009,1,CHA,AL,3,7,57,0,0,0,2,168,70,29,9,23,55,0.304,4.66,6,5,3,0,259,24,34,0,3,3,6747226.47195,7543124.30869
39374,liriafr01,2009,1,MIN,AL,5,13,29,24,0,0,0,410,147,88,21,65,122,0.279,5.8,0,5,6,1,609,2,93,5,6,11,644734.973986,2413799.77878
39375,litscje01,2009,1,TOR,AL,0,1,2,2,0,0,0,27,14,9,4,1,8,0.35,9.0,0,0,1,0,42,0,9,0,0,0,621344.588884,625626.730162
39387,lowema01,2009,1,SEA,AL,2,7,75,0,0,0,3,240,71,29,7,29,69,0.232,3.26,1,4,0,0,339,18,39,0,4,5,626742.370061,1734918.591
39391,madriwa01,2009,1,TEX,AL,0,0,13,0,0,0,0,38,18,14,2,12,5,0.333,9.95,1,2,1,0,67,6,14,0,0,1,606845.548887,610585.740291
39392,madsory01,2009,1,PHI,NL,5,5,79,0,0,0,10,232,73,28,7,22,78,0.251,3.26,3,1,3,0,320,28,29,3,1,8,3498561.37455,7291686.32885
39395,maholpa01,2009,1,PIT,NL,8,9,31,31,0,0,0,584,221,96,14,60,119,0.29,4.44,4,11,6,1,836,0,102,7,1,28,3748459.15108,7543124.30869
39396,mainejo01,2009,1,NYN,NL,7,6,15,15,0,0,0,244,67,40,8,38,55,0.224,4.43,2,5,4,0,349,0,42,6,2,2,3898397.51713,4978462.04373
39400,marmoca01,2009,1,CHN,NL,2,4,79,0,0,0,15,222,43,28,2,65,93,0.17,3.41,3,6,12,1,335,29,29,4,1,7,862145.604749,3205827.83119
39403,marshse01,2009,1,CHN,NL,3,7,55,9,1,0,0,256,91,41,10,32,68,0.274,4.32,4,2,1,0,373,10,43,7,1,6,674722.647195,1433193.61865
39404,marteda01,2009,1,NYA,AL,1,3,21,0,0,0,0,40,15,14,3,6,13,0.278,9.45,1,0,1,0,62,6,14,1,0,1,5622688.72663,6034499.44695
39412,masseni01,2009,1,CIN,NL,5,1,74,0,0,0,0,228,54,20,6,24,70,0.203,2.37,0,6,0,0,292,15,22,1,1,11,626742.370061,1561426.7319
39417,matsuda01,2009,1,BOS,AL,4,6,12,12,0,0,0,178,81,38,10,30,54,0.325,5.76,1,8,2,0,283,0,38,1,1,4,12494863.3372,12571873.3449
39421,mccleky01,2009,1,SLN,NL,4,4,66,0,0,0,3,200,56,25,4,34,51,0.229,3.38,2,4,2,0,288,14,27,5,2,8,616246.684438,641165.566238
39427,meddebr01,2009,1,SFN,NL,5,1,61,0,0,0,1,206,63,23,6,32,58,0.248,3.01,5,2,3,0,300,11,26,5,6,3,712207.238706,1237072.38662
39436,meyerda02,2009,1,FLO,NL,3,2,71,0,0,0,2,175,47,20,7,21,56,0.219,3.09,2,2,1,0,242,8,24,3,2,4,599753.464173,626079.317621
39439,millean01,2009,1,FLO,NL,3,5,20,14,0,0,0,240,85,43,7,43,59,0.273,4.84,1,10,2,0,366,1,52,6,4,6,3692232.26382,2700768.89135
39441,milletr02,2009,1,SLN,NL,4,1,70,0,0,0,0,131,31,10,5,11,46,0.197,2.06,1,1,2,0,173,9,11,2,1,2,749691.830217,3017249.72347
39445,minerza01,2009,1,DET,AL,7,5,51,5,0,0,1,277,101,44,11,45,62,0.281,4.29,1,2,2,0,409,9,49,2,1,14,655980.35144,1433193.61865
39450,moehlbr01,2009,1,HOU,NL,8,12,29,29,1,0,0,464,187,94,21,51,91,0.298,5.47,12,4,4,0,694,0,101,9,3,16,3448582.419,4525874.58521
39451,moralfr01,2009,1,COL,NL,3,2,40,2,0,0,7,120,38,20,4,23,41,0.25,4.5,4,2,1,0,179,14,22,3,0,3,602752.231494,612501.693865
39462,motteja01,2009,1,SLN,NL,4,4,69,0,0,0,0,170,57,30,10,23,54,0.264,4.76,1,2,2,1,244,14,32,0,3,6,599753.464173,620044.818174
39463,moyerja01,2009,1,PHI,NL,12,10,30,25,0,0,0,486,177,89,27,43,94,0.279,4.94,1,1,10,1,699,1,91,8,4,10,9745993.79282,12068998.8939
39464,moylape01,2009,1,ATL,NL,6,2,87,0,0,0,0,219,65,23,0,35,61,0.245,2.84,8,1,2,0,309,6,29,4,3,12,614747.300778,1734918.591
39465,mujiced01,2009,1,SDN,NL,3,5,67,4,0,0,2,281,101,41,14,19,76,0.273,3.94,4,3,0,1,393,15,47,1,3,8,614747.300778,633320.716957
39473,niemaje01,2009,1,TBA,AL,13,6,31,30,2,2,0,542,185,79,17,59,125,0.266,3.94,1,6,9,0,769,1,84,2,4,19,1934204.92196,1556900.85731
39477,nippedu01,2009,1,TEX,AL,5,3,20,10,0,0,0,209,64,30,7,29,54,0.245,3.88,0,2,4,0,300,3,31,1,5,6,617386.21602,1003235.53306
39478,nolasri01,2009,1,FLO,NL,13,9,31,31,2,0,0,555,188,104,23,44,195,0.259,5.06,7,2,2,0,785,0,111,8,5,7,3598520.78504,5732774.4746
39481,nunezle01,2009,1,FLO,NL,4,6,75,0,0,0,26,206,59,31,13,27,60,0.23,4.06,5,1,4,1,293,41,33,4,2,5,618495.759929,3017249.72347
39485,oflaher01,2009,1,ATL,NL,2,1,78,0,0,0,0,169,52,19,2,18,39,0.248,3.04,4,2,6,0,236,8,23,1,1,5,599753.464173,663794.939164
39487,ohlenro01,2009,1,PIT,NL,11,10,29,29,0,0,0,530,165,77,25,53,109,0.255,3.92,1,2,7,1,725,0,80,11,8,16,619995.143589,662286.314303
39489,okajihi01,2009,1,BOS,AL,6,0,68,0,0,0,0,183,56,23,8,21,53,0.242,3.39,3,0,2,0,258,6,23,3,1,2,2623921.40576,4148718.36978
39497,outmajo01,2009,1,OAK,AL,4,1,14,12,0,0,0,202,53,26,9,25,53,0.212,3.48,0,1,0,0,276,1,30,1,0,6,599753.464173,618536.193312
39498,owingmi01,2009,1,CIN,NL,7,12,26,19,0,0,1,359,126,71,18,64,68,0.272,5.34,3,1,6,0,542,4,75,3,5,12,629741.137382,663794.939164
39506,parrama01,2009,1,MIL,NL,11,11,27,27,0,0,0,420,179,99,19,77,116,0.306,6.36,5,4,1,1,671,0,108,5,3,14,638737.439345,663794.939164
39514,pelfrmi01,2009,1,NYN,NL,10,12,31,31,0,0,0,553,213,103,18,66,107,0.289,5.03,8,1,7,6,824,0,112,8,5,15,3354870.94022,754312.430869
39526,perezra01,2009,1,CLE,AL,4,3,54,0,0,0,0,144,66,39,5,25,32,0.335,7.31,6,1,2,2,230,12,41,4,2,9,654181.091047,1199356.76508
39528,perryry01,2009,1,DET,AL,0,1,53,0,0,0,0,185,56,26,7,38,60,0.246,3.79,5,6,1,1,273,12,30,3,3,7,599753.464173,616273.25602
39532,pintore01,2009,1,FLO,NL,4,1,73,0,0,0,0,184,53,22,4,45,58,0.237,3.23,2,4,2,0,275,11,25,1,3,7,605750.998815,1621771.72637
39534,porceri01,2009,1,DET,AL,14,9,31,31,0,0,0,512,176,75,23,52,89,0.267,3.96,0,6,3,1,720,0,81,4,2,24,3141208.76861,2896559.73454
39540,quallch01,2009,1,ARI,NL,2,2,51,0,0,0,24,156,53,21,5,7,45,0.256,3.63,2,2,2,0,217,44,23,1,0,5,3800937.5792,6313595.04637
39543,ramirra02,2009,1,BOS,AL,7,4,70,0,0,0,0,209,61,22,7,32,52,0.233,2.84,4,2,4,2,301,16,26,3,0,7,661228.194251,1742461.71531
39554,reyesan01,2009,1,CLE,AL,1,1,8,8,0,0,0,115,40,28,5,23,22,0.274,6.57,0,2,2,0,176,0,30,2,3,3,621044.712152,641165.566238
39555,reyesde01,2009,1,SLN,NL,0,2,75,0,0,0,1,123,35,15,2,21,33,0.233,3.29,1,5,3,1,180,10,17,5,1,1,1499383.66043,3017249.72347
39557,rhodear01,2009,1,CIN,NL,1,1,66,0,0,0,0,160,37,15,3,20,48,0.198,2.53,3,1,1,0,215,10,16,5,2,3,2998767.32087,3017249.72347
39561,richmsc01,2009,1,TOR,AL,8,11,27,24,1,0,0,416,147,85,27,59,117,0.268,5.52,1,5,0,1,610,1,90,1,2,7,603202.046592,618385.330826
39564,riskeda01,2009,1,MIL,NL,0,0,1,0,0,0,0,3,4,2,0,0,0,0.8,18.0,0,0,0,0,6,0,2,0,1,1,6372380.55684,6788811.87782
39574,rodriwa01,2009,1,HOU,NL,14,12,33,33,1,1,0,617,192,69,21,63,193,0.25,3.02,5,2,5,1,849,0,77,8,4,24,3898397.51713,7543124.30869
39578,romerjc01,2009,1,PHI,NL,0,0,21,0,0,0,0,50,13,5,2,13,12,0.224,2.7,0,0,2,0,73,5,6,0,0,2,6372380.55684,6411655.66238
39579,romerri01,2009,1,TOR,AL,13,9,29,29,0,0,0,534,192,85,18,79,141,0.284,4.3,0,6,10,1,771,0,88,3,3,30,599753.464173,615971.531047
39580,romose01,2009,1,SFN,NL,5,2,45,0,0,0,2,102,30,15,1,11,41,0.233,3.97,0,2,1,0,143,9,15,2,0,1,602302.416396,628342.254914
39584,rowlary01,2009,1,SEA,AL,5,4,15,15,0,0,0,289,87,40,9,27,52,0.239,3.74,0,2,4,1,401,0,43,1,5,7,629741.137382,663794.939164
39597,sampsch01,2009,1,HOU,NL,4,2,49,0,0,0,3,166,66,31,2,21,33,0.293,5.04,6,2,0,1,248,9,34,1,1,5,673223.263535,1229529.26232
39598,sanchan01,2009,1,FLO,NL,4,8,16,16,0,0,0,258,84,37,10,46,71,0.253,3.87,5,0,1,1,383,0,39,2,2,8,599753.464173,1885781.07717
39601,sanchjo01,2009,1,SFN,NL,8,12,32,29,1,1,0,490,135,77,19,88,177,0.221,4.24,5,11,6,0,710,2,82,3,1,9,682219.565497,3168112.20965
39602,santaer01,2009,1,LAA,AL,8,8,24,23,2,2,0,419,159,78,24,47,107,0.288,5.03,4,4,10,0,614,0,83,2,1,19,5697657.90965,9051749.17042
39605,saundjo01,2009,1,LAA,AL,16,7,31,31,1,1,0,558,202,95,29,64,101,0.279,4.6,2,5,6,1,805,0,102,6,4,27,712207.238706,5581911.98843
39611,seaybo01,2009,1,DET,AL,6,3,67,0,0,0,0,146,46,23,3,17,37,0.253,4.25,3,3,3,0,208,7,23,3,3,3,1949198.75856,3733846.5328
39616,shielja02,2009,1,TBA,AL,11,12,33,33,0,0,0,659,239,101,29,52,167,0.275,4.14,1,3,1,1,930,0,113,6,3,19,2249075.49065,3771562.15434
39617,shielsc01,2009,1,LAA,AL,1,3,20,0,0,0,1,53,16,13,1,15,12,0.239,6.62,0,1,0,0,83,2,14,1,0,3,7496918.30217,8071143.01029
39624,sloweke01,2009,1,MIN,AL,10,3,16,16,0,0,0,272,113,49,15,15,75,0.309,4.86,1,3,5,0,394,0,50,3,5,6,659728.810591,709053.685016
39626,smithjo05,2009,1,CLE,AL,0,0,37,0,0,0,0,102,30,13,4,13,30,0.236,3.44,0,2,0,0,142,5,16,1,1,4,640986.514835,644937.128393
39631,sonnaan01,2009,1,TBA,AL,6,9,22,18,0,0,0,299,131,75,19,34,60,0.311,6.77,3,3,2,0,459,2,85,0,2,9,644884.912352,628945.704858
39632,soriajo01,2009,1,KCA,AL,3,2,47,0,0,0,30,159,44,13,5,16,69,0.219,2.21,1,3,2,0,222,41,14,1,2,3,1499383.66043,4525874.58521
39643,stettmi01,2009,1,MIL,NL,4,1,71,0,0,0,1,135,37,18,4,27,44,0.216,3.6,6,2,5,0,203,13,19,0,0,2,610998.841627,633622.44193
39647,streehu01,2009,1,COL,NL,4,1,64,0,0,0,35,185,43,21,7,13,70,0.194,3.06,4,0,0,0,240,52,22,3,2,1,6747226.47195,10862099.0045
39653,swishni01,2009,1,NYA,AL,0,0,1,0,0,0,0,3,1,0,0,1,1,0.25,0.0,0,0,0,0,5,1,0,0,0,0,8096671.76634,10334080.3029
39656,tallebr01,2009,1,TOR,AL,7,9,37,25,0,0,0,482,169,95,20,72,120,0.268,5.32,2,2,6,0,717,3,99,1,7,10,1521874.41534,3017249.72347
39661,tejedro01,2009,1,KCA,AL,4,2,35,6,0,0,0,221,43,29,4,50,87,0.167,3.54,2,6,3,1,313,5,30,2,1,4,655230.659609,1433193.61865
39666,thornma01,2009,1,CHA,AL,6,3,70,0,0,0,4,217,58,22,5,20,87,0.217,2.74,2,4,1,0,291,17,22,2,1,3,1986683.35007,3394405.93891
39675,troncra01,2009,1,LAN,NL,5,4,73,0,0,0,6,248,83,25,3,34,55,0.268,2.72,9,4,3,0,357,20,30,7,3,10,601252.847834,627587.942483
39676,ueharko01,2009,1,BAL,AL,2,4,12,12,0,0,0,200,71,30,7,12,48,0.27,4.05,1,0,0,0,279,0,33,1,3,4,7496918.30217,7543124.30869
39691,verlaju01,2009,1,DET,AL,19,9,35,35,3,1,0,720,219,92,20,63,269,0.243,3.45,5,8,6,4,982,0,99,6,4,10,5510234.95209,10334080.3029
39692,villaca01,2009,1,MIL,NL,4,10,64,6,0,0,3,288,102,57,13,35,83,0.268,5.34,8,4,2,0,422,23,58,4,0,10,670224.496214,1433193.61865
39697,volqued01,2009,1,CIN,NL,4,2,9,9,0,0,0,149,34,24,6,32,47,0.191,4.35,0,2,5,1,218,0,25,2,1,2,659728.810591,671338.063473
39698,volstch01,2009,1,FLO,NL,9,13,29,29,1,1,0,477,169,92,29,59,107,0.278,5.21,3,8,3,0,682,0,100,8,3,18,599753.464173,633622.44193
39700,wadeco01,2009,1,LAN,NL,2,3,27,0,0,0,0,83,28,17,3,10,18,0.257,5.53,3,4,1,0,121,2,17,0,1,2,603501.923324,610238.756573
39704,wainwad01,2009,1,SLN,NL,19,8,34,34,1,0,0,699,216,68,17,66,212,0.244,2.63,1,7,3,0,970,0,75,10,5,18,4179531.95346,7297972.76865
39705,wakefti01,2009,1,BOS,AL,11,5,21,21,2,0,0,389,137,66,12,50,72,0.27,4.58,0,4,10,0,572,0,67,4,1,13,5997534.64173,5280187.01608
39716,weaveje02,2009,1,LAA,AL,16,8,33,33,4,2,0,633,196,88,26,66,174,0.246,3.75,3,3,4,0,882,0,91,6,8,5,697213.402102,6434285.03531
39717,webbbr01,2009,1,ARI,NL,0,0,1,1,0,0,0,12,6,6,2,2,2,0.353,13.5,0,0,1,0,20,0,6,0,0,0,9745993.79282,12823311.3248
39724,wheelda01,2009,1,TBA,AL,4,5,69,0,0,0,2,173,41,21,11,9,45,0.199,3.28,2,3,0,0,219,20,22,3,1,3,4798027.71339,5280187.01608
39729,wilsobr01,2009,1,SFN,NL,5,6,68,0,0,0,38,217,60,22,3,27,83,0.223,2.74,4,4,1,0,303,60,27,4,2,6,719704.157008,9806061.60129
39730,wilsocj01,2009,1,TEX,AL,5,6,74,0,0,0,14,221,66,23,3,32,84,0.234,2.81,3,3,6,0,323,30,29,3,0,5,2773859.7718,4676737.07139
39739,wuertmi01,2009,1,OAK,AL,6,1,74,0,0,0,4,236,52,23,6,23,102,0.188,2.63,1,6,0,0,304,9,25,2,3,3,1649322.02648,3318974.69582
39742,youngch03,2009,1,SDN,NL,4,6,14,14,0,0,0,228,70,44,12,40,50,0.246,5.21,3,1,2,0,336,0,47,4,5,2,6934649.4295,9617483.49357
39745,zieglbr01,2009,1,OAK,AL,2,4,69,0,0,0,7,220,82,25,2,28,54,0.293,3.07,4,0,1,0,313,23,27,1,3,14,607250.382476,618536.193312
39748,zumayjo01,2009,1,DET,AL,3,3,29,0,0,0,1,93,34,17,5,22,30,0.274,4.94,3,1,1,0,149,5,18,1,1,2,1102046.99042,1380391.74849
39749,aardsda01,2010,1,SEA,AL,0,6,53,0,0,0,31,149,33,19,5,25,49,0.198,3.44,5,2,2,0,202,43,19,7,1,5,4015917.63718,6747226.47195
39754,adamsmi03,2010,1,SDN,NL,4,1,70,0,0,0,0,200,48,13,2,23,73,0.196,1.76,2,0,0,0,268,3,14,0,0,2,1460333.68625,3800937.5792
39755,affelje01,2010,1,SFN,NL,4,3,53,0,0,0,4,150,56,23,4,24,44,0.29,4.14,5,4,3,0,228,14,25,7,1,4,5841334.74499,6747226.47195
39759,anderbr04,2010,1,OAK,AL,7,6,19,19,0,0,0,337,112,35,6,22,75,0.257,2.8,2,4,7,2,470,0,41,3,2,12,598736.811361,1874229.57554
39761,arroybr01,2010,1,CIN,NL,17,10,33,33,2,0,0,647,188,93,29,59,121,0.234,3.88,5,1,6,1,880,0,95,6,5,19,16976379.1026,11495273.7304
39767,baezda01,2010,1,PHI,NL,3,4,51,0,0,0,0,143,55,29,6,23,28,0.301,5.48,2,1,3,0,216,17,31,4,3,8,3650834.21562,4123305.06619
39768,bailean01,2010,1,OAK,AL,1,3,47,0,0,0,25,147,34,8,3,13,42,0.199,1.47,1,0,0,0,189,42,8,2,3,4,635245.153518,697213.402102
39769,baileho02,2010,1,CIN,NL,4,3,19,19,1,1,0,327,109,54,11,40,100,0.26,4.46,6,3,3,1,465,0,55,2,1,7,610419.480851,661228.194251
39770,bakersc02,2010,1,MIN,AL,12,9,29,29,0,0,0,511,186,85,23,43,148,0.277,4.49,0,7,6,0,725,0,87,1,4,11,4381001.05874,7496918.30217
39775,bardda01,2010,1,BOS,AL,1,2,73,0,0,0,3,224,45,16,6,30,76,0.176,1.93,3,2,2,0,295,12,18,2,5,5,606768.646636,757188.748519
39777,bastaan01,2010,1,PHI,NL,2,0,25,0,0,0,0,56,19,9,1,9,26,0.253,4.34,0,0,2,0,86,2,9,0,0,0,591435.14293,628241.753722
39783,belisma01,2010,1,COL,NL,7,5,76,0,0,0,1,276,84,30,7,16,91,0.246,2.93,5,3,2,1,365,11,34,4,2,11,1241283.63331,3523551.60202
39785,bellhe01,2010,1,SDN,NL,6,1,67,0,0,0,47,210,56,15,1,28,86,0.221,1.93,3,1,1,0,287,57,17,4,1,4,5841334.74499,11245377.4533
39790,bergebr02,2010,1,BAL,AL,8,12,30,28,2,0,0,510,193,94,26,51,81,0.285,4.98,4,0,7,3,746,1,104,5,5,15,591435.14293,650732.508628
39793,berkeja01,2010,1,BAL,AL,3,3,41,0,0,0,0,187,64,21,5,19,45,0.27,3.03,3,3,0,0,262,8,24,4,1,7,584133.474499,639487.131175
39794,betanra01,2010,1,COL,NL,5,1,72,0,0,0,1,187,52,25,9,8,89,0.22,3.61,2,7,0,0,248,18,25,3,1,0,5512759.66558,5660173.31814
39795,billich01,2010,1,LAN,NL,12,11,31,31,1,1,0,575,176,76,8,69,171,0.244,3.57,7,4,10,0,817,0,82,7,11,14,5622284.69205,9408632.46922
39797,blackni01,2010,1,MIN,AL,10,12,28,26,1,0,0,483,194,97,25,40,68,0.302,5.42,1,3,4,1,692,2,101,2,3,21,1095250.26469,4498150.9813
39799,blevije01,2010,1,OAK,AL,2,1,63,0,0,0,1,146,54,20,7,18,46,0.274,3.7,1,0,1,0,220,9,20,3,1,0,591435.14293,629741.137382
39800,boggsmi01,2010,1,SLN,NL,2,3,61,0,0,0,0,202,60,27,5,27,52,0.243,3.61,2,5,4,0,285,22,29,4,3,10,587054.141871,646234.357647
39809,bradeda01,2010,1,OAK,AL,11,14,30,30,5,2,0,578,180,75,17,43,113,0.249,3.5,0,2,5,1,781,0,83,6,4,17,613340.148224,5022935.26245
39811,breslcr01,2010,1,OAK,AL,4,4,75,0,0,0,5,224,53,25,9,29,71,0.194,3.01,4,0,0,1,304,23,26,2,0,5,620641.816655,2099137.12461
39812,broxtjo01,2010,1,LAN,NL,5,6,64,0,0,0,22,187,64,28,4,28,73,0.27,4.04,5,1,2,0,271,46,30,3,1,5,5841334.74499,10495685.623
39814,buchhcl01,2010,1,BOS,AL,17,7,28,28,1,1,0,521,142,45,9,67,120,0.226,2.33,1,7,5,1,711,0,55,5,5,24,646927.823008,832157.931541
39820,bulgeja01,2010,1,LAA,AL,0,0,25,0,0,0,0,72,25,13,3,15,25,0.269,4.88,0,1,2,0,111,5,14,1,0,0,610419.480851,634239.288363
