25180,keyji01,1985,1,TOR,AL,14,6,35,32,3,0,0,638,188,71,22,50,85,0.23699999999999999,3.0,1.0,6,2.0,1,856.0,0,77,5.0,5.0,21.0,131250,552500
25185,kneppbo01,1985,1,HOU,NL,15,13,37,37,4,0,0,723,253,95,21,54,131,0.27100000000000002,3.5499999999999998,5.0,4,3.0,0,1016.0,0,119,15.0,9.0,24.0,850000,1000000
25190,krukomi01,1985,1,SFN,NL,8,11,28,28,6,1,0,584,176,73,19,49,150,0.23800000000000002,3.3799999999999999,10.0,10,3.0,3,804.0,0,80,10.0,3.0,13.0,630000,745000
25193,lahtije01,1985,1,SLN,NL,5,2,52,0,0,0,19,205,63,14,3,26,41,0.251,1.8400000000000001,10.0,1,0.0,0,279.0,31,15,2.0,0.0,16.0,250000,450000
25195,langfri01,1985,1,OAK,AL,3,5,23,3,0,0,0,177,60,23,8,15,21,0.26100000000000001,3.5099999999999998,2.0,2,0.0,0,247.0,7,24,2.0,0.0,4.0,608333,500000
25196,langsma01,1985,1,SEA,AL,7,14,24,24,2,0,0,380,122,77,22,91,72,0.255,5.4699999999999998,2.0,3,2.0,3,577.0,0,85,3.0,2.0,13.0,160000,242500
25201,lavelga01,1985,1,TOR,AL,5,7,69,0,0,0,8,218,54,25,5,36,50,0.214,3.1000000000000001,5.0,0,0.0,1,298.0,19,30,8.0,2.0,9.0,475000,533333
25206,leffecr01,1985,1,SDN,NL,7,6,60,0,0,0,2,250,75,31,7,30,48,0.24399999999999999,3.3500000000000001,4.0,2,0.0,0,345.0,24,34,7.0,1.0,3.0,270000,390000
25207,leibrch01,1985,1,KCA,AL,17,9,33,33,8,3,0,713,223,71,17,68,108,0.248,2.6899999999999999,3.0,4,2.0,3,983.0,0,86,8.0,5.0,21.0,225000,770000
25208,leonade01,1985,1,KCA,AL,0,0,2,0,0,0,0,6,1,0,0,0,1,0.14300000000000002,0.0,0.0,0,0.0,0,7.0,1,0,0.0,0.0,0.0,871429,883333
25218,lynched01,1985,1,NYN,NL,10,8,31,29,6,1,0,573,188,73,19,27,65,0.25600000000000001,3.4399999999999999,1.0,0,1.0,0,777.0,1,76,9.0,5.0,7.0,330000,530000
25224,mahleri01,1985,1,ATL,NL,17,15,39,39,6,1,0,800,272,103,24,79,107,0.26800000000000002,3.48,8.0,3,2.0,1,1110.0,0,116,10.0,5.0,32.0,407500,687500
25225,martide01,1985,1,BAL,AL,13,11,33,31,3,1,0,540,203,103,29,63,68,0.28800000000000003,5.1500000000000004,3.0,4,9.0,1,789.0,1,110,0.0,11.0,14.0,560000,560458
25226,martiti01,1985,1,BAL,AL,3,3,49,0,0,0,4,210,70,42,8,37,47,0.26100000000000001,5.4000000000000004,8.0,5,0.0,0,312.0,20,48,3.0,4.0,8.0,440000,487078
25231,mccaski01,1985,1,CAL,AL,12,12,30,29,6,1,0,569,189,99,23,64,102,0.25800000000000001,4.7000000000000002,1.0,5,4.0,0,807.0,0,105,2.0,5.0,22.0,60000,142000
25233,mcclubo01,1985,1,ML4,AL,4,1,38,1,0,0,3,257,91,41,10,30,57,0.27399999999999997,4.3099999999999996,2.0,5,3.0,0,370.0,12,43,3.0,2.0,10.0,480000,487500
25235,mcdowro01,1985,1,NYN,NL,6,5,62,2,0,0,17,382,108,40,9,37,70,0.23000000000000001,2.8300000000000001,8.0,6,1.0,2,516.0,36,43,6.0,2.0,11.0,60000,185000
25237,mcgresc01,1985,1,BAL,AL,14,14,35,34,8,1,0,612,226,109,34,65,86,0.28300000000000003,4.8099999999999996,2.0,2,1.0,1,884.0,0,118,10.0,8.0,23.0,547143,911051
25238,mcmurcr01,1985,1,ATL,NL,0,3,17,6,0,0,1,135,56,33,6,27,28,0.30599999999999999,6.5999999999999996,1.0,3,1.0,0,220.0,3,36,7.0,2.0,2.0,275000,225000
25239,mcwilla01,1985,1,PIT,NL,7,9,30,19,2,0,0,379,139,66,9,62,52,0.28300000000000003,4.7000000000000002,11.0,4,7.0,0,568.0,2,70,4.0,3.0,11.0,796667,1080000
25241,mintogr01,1985,1,SFN,NL,5,4,68,0,0,0,4,290,98,38,6,54,37,0.27200000000000002,3.54,18.0,2,0.0,0,424.0,36,42,6.0,4.0,13.0,865000,765000
25244,montejo01,1985,1,NYA,AL,0,0,3,1,0,0,0,21,12,8,3,2,2,0.38700000000000001,10.289999999999999,0.0,0,0.0,0,34.0,1,8,0.0,1.0,1.0,637500,716667
25246,mooredo01,1985,1,CAL,AL,8,8,65,0,0,0,31,309,91,22,9,21,72,0.23699999999999999,1.9199999999999999,3.0,2,0.0,0,417.0,57,28,10.0,2.0,5.0,407500,1000000
25247,mooremi01,1985,1,SEA,AL,17,10,35,34,14,2,0,741,230,95,18,70,155,0.247,3.46,2.0,10,4.0,3,1016.0,1,100,2.0,7.0,19.0,228000,400000
25249,morrija02,1985,1,DET,AL,16,11,35,35,13,4,0,771,212,95,21,110,191,0.22500000000000001,3.3300000000000001,7.0,15,5.0,3,1077.0,0,102,11.0,7.0,20.0,885000,875000
25256,nelsoge01,1985,1,CHA,AL,10,10,46,18,1,0,2,437,144,69,23,67,101,0.25900000000000001,4.2599999999999998,4.0,11,7.0,1,643.0,11,74,9.0,2.0,11.0,110000,240000
25257,niedeto01,1985,1,LAN,NL,7,9,64,0,0,0,19,319,86,32,6,24,102,0.223,2.71,5.0,0,1.0,0,415.0,43,32,1.0,3.0,2.0,370000,531250
25262,nippeal01,1985,1,BOS,AL,9,12,25,25,5,0,0,486,157,73,14,82,85,0.25600000000000001,4.0599999999999996,3.0,3,9.0,1,713.0,0,83,4.0,4.0,18.0,165000,265000
25269,oroscje01,1985,1,NYN,NL,8,6,54,0,0,0,17,237,66,24,6,34,68,0.22399999999999998,2.73,7.0,4,0.0,0,331.0,39,26,1.0,1.0,6.0,650000,825000
25271,pastofr01,1985,1,CIN,NL,2,1,17,6,1,0,0,162,60,23,1,16,29,0.28699999999999998,3.8300000000000001,1.0,2,1.0,0,232.0,3,23,3.0,3.0,8.0,350000,405000
25274,penaal01,1985,1,LAN,NL,0,1,2,1,0,0,0,13,7,4,1,3,2,0.34999999999999998,8.3100000000000005,1.0,0,0.0,0,23.0,0,5,0.0,0.0,0.0,350000,350000
25278,petryda01,1985,1,DET,AL,15,13,34,34,8,0,0,716,190,89,24,81,109,0.217,3.3599999999999999,9.0,6,3.0,0,962.0,0,98,0.0,2.0,24.0,875000,875000
25282,powerte01,1985,1,CIN,NL,8,6,64,0,0,0,27,240,65,24,2,45,42,0.22699999999999998,2.7000000000000002,8.0,1,1.0,0,342.0,50,27,6.0,4.0,8.0,255000,500000
25283,pricejo02,1985,1,CIN,NL,2,2,26,8,0,0,1,194,59,28,10,23,52,0.24199999999999999,3.8999999999999999,7.0,2,0.0,0,274.0,5,35,2.0,5.0,3.0,410000,430000
25284,quiseda01,1985,1,KCA,AL,8,9,84,0,0,0,37,387,142,34,8,16,54,0.28000000000000003,2.3700000000000001,5.0,0,1.0,0,532.0,76,41,4.0,3.0,15.0,975000,925000
25286,rawlesh01,1985,1,PHI,NL,13,8,36,31,6,2,0,596,188,73,16,81,106,0.249,3.3100000000000001,6.0,7,2.0,0,849.0,1,82,6.0,5.0,18.0,700000,800000
25287,reardje01,1985,1,MON,NL,2,8,63,0,0,0,41,263,68,31,7,26,67,0.20899999999999999,3.1800000000000002,4.0,2,1.0,0,356.0,50,31,3.0,1.0,3.0,850000,850000
25289,reuscri01,1985,1,PIT,NL,14,8,31,26,9,1,1,582,153,49,7,52,138,0.215,2.27,10.0,4,3.0,0,773.0,4,58,5.0,3.0,17.0,200000,700000
25290,reussje01,1985,1,LAN,NL,14,10,34,33,5,3,0,638,210,69,13,58,84,0.26000000000000001,2.9199999999999999,7.0,5,3.0,0,883.0,0,78,8.0,6.0,21.0,980000,1000000
25291,rhoderi01,1985,1,PIT,NL,10,15,35,35,2,0,0,640,254,106,18,69,128,0.29600000000000004,4.4699999999999998,3.0,8,6.0,3,944.0,0,119,10.0,0.0,14.0,645000,620000
25292,righeda01,1985,1,NYA,AL,12,7,74,0,0,0,29,321,96,33,5,45,92,0.24100000000000002,2.7799999999999998,3.0,7,0.0,0,452.0,60,36,6.0,3.0,12.0,680000,837500
25294,roberbe01,1985,1,MON,NL,3,3,42,0,0,0,2,204,58,26,5,22,34,0.23199999999999998,3.4399999999999999,5.0,1,2.0,5,280.0,15,28,6.0,0.0,3.0,95000,138100
25295,robindo01,1985,1,PIT,NL,5,11,44,6,0,0,3,286,95,41,6,42,65,0.255,3.8700000000000001,11.0,2,2.0,0,418.0,22,49,2.0,0.0,10.0,520000,670000
25300,romanro01,1985,1,CAL,AL,14,9,31,31,6,1,0,585,210,89,29,62,64,0.28000000000000003,4.1100000000000003,1.0,2,4.0,3,831.0,0,101,4.0,10.0,22.0,146500,425000
25303,rozemda01,1985,1,TEX,AL,3,7,34,4,0,0,7,264,100,41,10,22,42,0.28699999999999998,4.1900000000000004,3.0,1,2.0,0,374.0,16,45,1.0,1.0,10.0,310000,350000
25307,ruthvdi01,1985,1,CHN,NL,4,7,20,15,0,0,0,262,103,44,6,37,26,0.29899999999999999,4.5300000000000002,3.0,0,0.0,0,392.0,3,49,5.0,6.0,11.0,766667,1050000
25308,ryanno01,1985,1,HOU,NL,10,12,35,35,4,0,0,696,205,98,12,95,209,0.23899999999999999,3.7999999999999998,8.0,14,9.0,2,983.0,0,108,11.0,12.0,16.0,1350000,1125000
25309,saberbr01,1985,1,KCA,AL,20,6,32,32,10,1,0,706,211,75,19,38,158,0.24100000000000002,2.8700000000000001,1.0,1,1.0,3,931.0,0,79,9.0,7.0,13.0,150000,925000
25312,sandesc01,1985,1,CHN,NL,5,6,19,19,2,0,0,363,100,42,13,27,80,0.22800000000000001,3.1200000000000001,4.0,1,0.0,0,480.0,0,49,7.0,7.0,5.0,500000,800000
25313,schatda01,1985,1,MON,NL,3,5,24,15,1,0,0,313,101,44,13,31,64,0.25900000000000001,3.7999999999999998,0.0,4,0.0,0,431.0,2,52,7.0,3.0,12.0,375000,415000
25320,scottmi03,1985,1,HOU,NL,18,8,36,35,4,2,0,665,194,81,20,80,137,0.23499999999999999,3.29,4.0,7,3.0,2,922.0,1,91,6.0,6.0,15.0,360000,666667
25324,seaveto01,1985,1,CHA,AL,16,11,35,33,6,1,0,716,223,84,22,69,134,0.248,3.1699999999999999,6.0,10,8.0,0,993.0,0,103,7.0,8.0,20.0,1136262,1132652
25330,shirlbo01,1985,1,NYA,AL,5,5,48,8,2,0,2,327,103,32,5,26,55,0.251,2.6400000000000001,2.0,1,0.0,0,446.0,9,34,5.0,4.0,8.0,637500,750000
25331,shower01,1985,1,SDN,NL,12,11,35,35,5,2,0,699,212,80,27,87,141,0.24299999999999999,3.0899999999999999,7.0,4,5.0,0,977.0,0,95,9.0,5.0,19.0,537500,687500
25332,siskdo01,1985,1,NYN,NL,4,5,42,0,0,0,2,219,86,43,3,40,26,0.29100000000000004,5.2999999999999998,2.0,1,2.0,1,341.0,22,48,3.0,0.0,8.0,275000,275000
